img_id,dataset,route,level,score,reason,parse_tier
10264.jpg,spaq,r4,,4.8273,"软门控(bare 0.27/rich 0.41/multi 0.32) | Overexposed sky dominates, but colorful flowers and natural scene remain visually pleasing; flaws are noticeable but tolerable.",1
10265.jpg,spaq,r4,,3.1132,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe lens flare and overexposed light dominate, obscuring details; dark, noisy background reduces clarity; overall impression is flawed and distracting.",1
10266.jpg,spaq,r4,,1.8159,软门控(bare 0.34/rich 0.33/multi 0.33) | Severe motion blur and rotation make subjects and environment unrecognizable; image is unusable for any purpose.,1
10267.jpg,spaq,r4,,7.6223,"软门控(bare 0.35/rich 0.31/multi 0.34) | Vibrant colors, clear details, and engaging subject. Minor reflections on glass slightly distract but don’t impair overall appeal.",1
10268.jpg,spaq,r4,,5.4485,"软门控(bare 0.31/rich 0.34/multi 0.34) | Strong silhouette of steel truss dominates, red lanterns add color but image is overly dark and lacks detail in shadows.",1
10269.jpg,spaq,r4,,6.8236,"软门控(bare 0.27/rich 0.41/multi 0.32) | Clear architectural details, good contrast, and sharp lines; sky overexposed but not distracting. Minor flaws are easily overlooked.",1
10270.jpg,spaq,r4,,2.1633,软门控(bare 0.35/rich 0.31/multi 0.34) | Severe blur across entire image; details unrecognizable; poor focus dominates impression; unacceptable for viewing.,1
10271.jpg,spaq,r4,,6.8195,"软门控(bare 0.32/rich 0.35/multi 0.33) | Clear sign with readable text; minor stains and weathering on concrete, but no major flaws or distractions. Overall impression is acceptable and functional.",1
10272.jpg,spaq,r4,,3.4788,"软门控(bare 0.37/rich 0.30/multi 0.33) | Severe overexposure and glare from arcade lights dominate, causing loss of detail and harsh contrast; image feels unbalanced and visually jarring.",1
10273.jpg,spaq,r4,,7.135,"软门控(bare 0.32/rich 0.33/multi 0.35) | Clear, well-lit scene with natural textures; minor overexposure in sky and water reflections, but overall pleasing and acceptable.",1
10274.jpg,spaq,r4,,1.4825,软门控(bare 0.35/rich 0.31/multi 0.33) | Severe motion blur and rotation make the image unrecognizable; completely unusable for any purpose.,1
10275.jpg,spaq,r4,,3.4826,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe motion blur and low resolution dominate; details are smeared, making people and objects indistinct and visually distracting.",1
10276.jpg,spaq,r4,,7.1378,"软门控(bare 0.31/rich 0.34/multi 0.35) | Soft, natural lighting and delicate cherry blossoms create a serene, pleasing scene; minor dullness in shadows is barely noticeable.",1
10277.jpg,spaq,r4,,1.9072,"软门控(bare 0.39/rich 0.28/multi 0.33) | Severe motion blur dominates the image, making details unrecognizable and rendering it unusable for any clear visual purpose.",1
10278.jpg,spaq,r4,,4.4387,软门控(bare 0.35/rich 0.31/multi 0.34) | Blurred night scene with visible noise and light halos; central tower and reflection are recognizable but details lost. Acceptable for casual viewing.,1
10279.jpg,spaq,r4,,2.1633,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur across entire image; details lost, making buildings and cars indistinct; unacceptable for any practical use.",1
10280.jpg,spaq,r4,,3.419,"软门控(bare 0.27/rich 0.42/multi 0.31) | Severe overexposure and blur dominate; sky is blown out, details lost in foliage, overall image appears washed out and indistinct.",1
10281.jpg,spaq,r4,,3.4724,"软门控(bare 0.34/rich 0.34/multi 0.32) | Severe blur and low resolution dominate, making details indistinct; overall impression is poor and annoying to view.",1
10282.jpg,spaq,r4,,7.1276,"软门控(bare 0.36/rich 0.30/multi 0.34) | Vibrant, playful theme with colorful lights and murals; minor glare from LEDs slightly distracts but overall impression is cheerful and well-executed.",1
10283.jpg,spaq,r4,,7.1305,"软门控(bare 0.35/rich 0.31/multi 0.34) | Clear, well-lit scene with readable text and natural colors; minor ceiling glare and slight noise don't distract from overall good quality.",1
10284.jpg,spaq,r4,,6.4282,软门控(bare 0.35/rich 0.30/multi 0.35) | Night scene with good lighting and clear subjects; minor noise and lens flare from streetlight slightly distract but are tolerable.,1
10285.jpg,spaq,r4,,1.8426,软门控(bare 0.36/rich 0.32/multi 0.33) | Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10286.jpg,spaq,r4,,6.7886,"软门控(bare 0.34/rich 0.33/multi 0.33) | Clean, well-lit corridor with minor reflections and slight perspective distortion; no major flaws or distractions.",1
10287.jpg,spaq,r4,,4.4619,"软门控(bare 0.34/rich 0.33/multi 0.33) | Overall fair; noticeable blue tint and low contrast, but no major flaws dominate. Acceptable for casual viewing.",1
10288.jpg,spaq,r4,,1.485,软门控(bare 0.36/rich 0.31/multi 0.33) | Severe blur across entire image; no discernible details; completely unviewable for any practical purpose.,1
10289.jpg,spaq,r4,,6.7844,"软门控(bare 0.35/rich 0.31/multi 0.35) | Vibrant yellow flowers dominate foreground; background buildings slightly hazy but clear. Minor litter visible, but overall composition is pleasing and natural.",1
10290.jpg,spaq,r4,,1.7901,"软门控(bare 0.33/rich 0.34/multi 0.33) | Severe motion blur dominates, obscuring all details; image appears out of focus with no discernible sharp areas.",1
10291.jpg,spaq,r4,,6.7705,"软门控(bare 0.36/rich 0.31/multi 0.34) | Clear, well-lit scene with vibrant colors and sharp details; minor reflections on glass slightly distract but don't ruin overall impression.",1
10292.jpg,spaq,r4,,3.1313,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe blur and noise dominate, making details indistinct; poor lighting and low resolution hinder clarity; overall impression is annoyingly flawed.",1
10293.jpg,spaq,r4,,3.133,"软门控(bare 0.34/rich 0.32/multi 0.34) | Severe underexposure dominates; most of the image is black, obscuring details and making content unreadable except for bright windows.",1
10294.jpg,spaq,r4,,3.1169,"软门控(bare 0.33/rich 0.32/multi 0.35) | Extremely dark and grainy; poor lighting dominates, making details hard to see; overall impression is flawed and annoying.",1
10295.jpg,spaq,r4,,3.1332,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe motion blur dominates, obscuring details; first impression is poor; flaws are hard to ignore.",1
10296.jpg,spaq,r4,,2.7901,"软门控(bare 0.39/rich 0.28/multi 0.33) | Severe motion blur dominates, obscuring details; hands and object are smeared, making content hard to discern. Poor overall clarity.",1
10297.jpg,spaq,r4,,6.4624,"软门控(bare 0.34/rich 0.33/multi 0.33) | Clear urban scene with good composition; minor noise and flat lighting under overcast sky, but no major flaws.",1
10298.jpg,spaq,r4,,5.1333,"软门控(bare 0.33/rich 0.34/multi 0.33) | Blurry and low resolution dominate; subject is visible but details lost. Acceptable for casual viewing, flaws noticeable but tolerable.",1
10299.jpg,spaq,r4,,1.8981,"软门控(bare 0.39/rich 0.28/multi 0.33) | Severe motion blur dominates, making details unrecognizable; image is unusable for any purpose.",1
10300.jpg,spaq,r4,,4.8039,"软门控(bare 0.34/rich 0.33/multi 0.33) | Blurry image with motion and low resolution; details lost, but scene recognizable. Flaws noticeable but tolerable for casual viewing.",1
10301.jpg,spaq,r4,,1.4731,软门控(bare 0.34/rich 0.32/multi 0.34) | Severe blur dominates entire image; no details discernible; unacceptable for any practical use.,1
10302.jpg,spaq,r4,,3.4648,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe motion blur dominates, making subjects and surroundings indistinct; overall image appears shaky and poorly captured.",1
10303.jpg,spaq,r4,,7.133,"软门控(bare 0.33/rich 0.32/multi 0.35) | Clear, well-lit outdoor scene with good detail; minor tilt and slight glare on plaque are barely noticeable.",1
10304.jpg,spaq,r4,,5.1412,软门控(bare 0.29/rich 0.39/multi 0.32) | Muted colors and hazy atmosphere dominate; reflections are clear but overall dullness makes image feel flat and lifeless.,1
10305.jpg,spaq,r4,,3.1153,"软门控(bare 0.34/rich 0.32/multi 0.34) | Severe underexposure and noise dominate; dark areas lack detail, streetlights cause glare, overall image is hard to interpret.",1
10306.jpg,spaq,r4,,6.7969,软门控(bare 0.34/rich 0.33/multi 0.34) | Clear building structure and details; minor noise in shadows and slight overexposure at top; overall acceptable urban scene.,1
10307.jpg,spaq,r4,,4.4522,软门控(bare 0.35/rich 0.32/multi 0.33) | Blurry image with soft focus and low detail; colors are decent but overall impression is dull and lacks clarity.,1
10308.jpg,spaq,r4,,6.8307,"软门控(bare 0.31/rich 0.36/multi 0.33) | Clear, well-composed scene with even lighting; minor dullness from overcast sky but no distracting flaws or noise.",1
10309.jpg,spaq,r4,,4.8165,"软门控(bare 0.32/rich 0.36/multi 0.32) | Dull, overcast lighting and low contrast make image feel flat; composition is unbalanced but no major flaws dominate.",1
10310.jpg,spaq,r4,,7.2882,"软门控(bare 0.31/rich 0.32/multi 0.36) | Clear text and logo, good lighting on main subject. Slight shadowing and uneven brightness, but overall visually acceptable and professional.",1
10311.jpg,spaq,r4,,6.7889,软门控(bare 0.34/rich 0.32/multi 0.34) | Good overall display with consistent lighting and composition; minor reflections and slight blur in some cubes are barely noticeable.,1
10312.jpg,spaq,r4,,2.8014,"软门控(bare 0.36/rich 0.31/multi 0.33) | Severe motion blur dominates, obscuring subject and details; image appears shaky and out of focus, making it hard to discern key elements.",1
10313.jpg,spaq,r4,,4.4535,软门控(bare 0.33/rich 0.32/multi 0.35) | Moderate motion blur and low contrast dominate; details are soft but scene is recognizable and not offensive.,1
10314.jpg,spaq,r4,,1.4701,"软门控(bare 0.34/rich 0.34/multi 0.33) | Severe blur and lack of detail dominate; image is indistinct and unviewable, making it unacceptable for any purpose.",1
10315.jpg,spaq,r4,,3.4479,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur on hand and object, poor lighting with overexposed window, low detail and dull colors dominate the impression.",1
10316.jpg,spaq,r4,,6.8053,"软门控(bare 0.33/rich 0.33/multi 0.34) | Clear, natural scene with pink blossoms and greenhouse structure; minor dirt on plastic mulch and slight overexposure in roof area are barely noticeable.",1
10317.jpg,spaq,r4,,4.8124,"软门控(bare 0.32/rich 0.35/multi 0.33) | Blurry and low resolution; text is readable but details are soft. No major flaws, but quality is noticeably subpar.",1
10318.jpg,spaq,r4,,5.4578,"软门控(bare 0.32/rich 0.34/multi 0.34) | First impression is fair; child is visible but image is tilted and overexposed on left. Annoying tilt dominates, but content is acceptable.",1
10319.jpg,spaq,r4,,3.1383,"软门控(bare 0.31/rich 0.35/multi 0.34) | Severe underexposure dominates; foreground and buildings are nearly black, details lost, sky overblown. Annoying and hard to ignore.",1
10320.jpg,spaq,r4,,7.2781,软门控(bare 0.35/rich 0.33/multi 0.33) | Vibrant pink blossoms in sharp focus with natural lighting; background blur is pleasing. Minor noise and slight overexposure on petals are barely noticeable.,1
10321.jpg,spaq,r4,,6.5454,"软门控(bare 0.28/rich 0.40/multi 0.32) | Good overall impression; slightly overexposed sky and muted colors, but clear details and natural rain scene are well-captured.",1
10322.jpg,spaq,r4,,1.4472,软门控(bare 0.31/rich 0.37/multi 0.32) | Severe blur and lack of detail dominate; image is indistinct and unusable for visual clarity or aesthetic appeal.,1
10323.jpg,spaq,r4,,7.133,"软门控(bare 0.33/rich 0.33/multi 0.33) | Clear subject with good lighting and natural colors; slight softness and minor background noise, but overall visually pleasing and acceptable.",1
10324.jpg,spaq,r4,,2.8212,"软门控(bare 0.29/rich 0.39/multi 0.32) | Severe motion blur dominates, obscuring details; flowers and leaves are streaked, making image hard to interpret despite vibrant colors.",1
10325.jpg,spaq,r4,,7.3971,软门控(bare 0.37/rich 0.28/multi 0.34) | Vibrant pink flowers form a heart on dark bricks; dew drops add freshness. Minor scattered petals and slight discoloration are barely noticeable.,1
10326.jpg,spaq,r4,,2.8154,"软门控(bare 0.27/rich 0.40/multi 0.33) | Severe motion blur and overexposure dominate, making details indistinct; overall image appears washed out and unviewable.",1
10327.jpg,spaq,r4,,3.4503,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur dominates the image, obscuring the subject and reducing clarity; background is clear but overall impression is poor due to this flaw.",1
10328.jpg,spaq,r4,,3.4705,"软门控(bare 0.36/rich 0.29/multi 0.35) | Severe noise and grain throughout, blown-out highlights from lights, low detail in shadows, and overall murky appearance dominate the impression.",1
10329.jpg,spaq,r4,,5.1302,"软门控(bare 0.35/rich 0.32/multi 0.33) | Blurry and soft overall, with low contrast and muted colors; subjects are recognizable but lack detail. Acceptable for casual viewing.",1
10330.jpg,spaq,r4,,6.8164,"软门控(bare 0.32/rich 0.32/multi 0.36) | Natural, unposed scene with decent clarity and balanced composition; minor noise and dull lighting don't detract significantly.",1
10331.jpg,spaq,r4,,1.4793,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur throughout the entire image; no details are discernible, making it unacceptable for any practical use.",1
10332.jpg,spaq,r4,,7.1318,"软门控(bare 0.34/rich 0.32/multi 0.34) | Vibrant yellow tree stands out against modern building; slight overexposure in sky, but overall composition is pleasing and natural.",1
10333.jpg,spaq,r4,,3.13,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur dominates, making details unreadable; poor focus and motion blur ruin first impression; unacceptable for clear viewing.",1
10334.jpg,spaq,r4,,5.4742,"软门控(bare 0.34/rich 0.32/multi 0.34) | Image is rotated 90°, making content confusing; reflections and clutter reduce clarity, but products are identifiable and lighting is adequate.",1
10335.jpg,spaq,r4,,3.1319,"软门控(bare 0.34/rich 0.34/multi 0.32) | Severe blur and motion artifact dominate, making text unreadable and details lost; distracting and unacceptably low quality.",1
10336.jpg,spaq,r4,,7.132,"软门控(bare 0.34/rich 0.31/multi 0.35) | Clear, well-composed image with vibrant colors and good detail; minor clutter from air conditioners and wires slightly distracts but is tolerable.",1
10337.jpg,spaq,r4,,3.1309,"软门控(bare 0.35/rich 0.33/multi 0.32) | Severe lens flare dominates image, obscuring details; dark, underexposed background lacks content; overall impression is poor and distracting.",1
10338.jpg,spaq,r4,,3.4725,"软门控(bare 0.34/rich 0.32/multi 0.34) | Severe underexposure and graininess dominate; details are lost, making the image visually unappealing and hard to view comfortably.",1
10339.jpg,spaq,r4,,6.7993,软门控(bare 0.33/rich 0.32/multi 0.35) | Vibrant pink flowers stand out against greenery; overcast sky dulls contrast but no major flaws. Overall pleasing and natural.,1
10340.jpg,spaq,r4,,4.4713,"软门控(bare 0.33/rich 0.34/multi 0.33) | Motion blur and low resolution dominate, making details soft; overall acceptable but noticeable flaws in clarity.",1
10341.jpg,spaq,r4,,6.4531,软门控(bare 0.34/rich 0.32/multi 0.34) | Clear composition with natural lighting; minor motion blur on hand and object slightly distracts but doesn't ruin overall pleasant impression.,1
10342.jpg,spaq,r4,,4.3881,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe orientation error; building appears upside-down, creating disorienting and unnatural first impression, making image unacceptable for typical viewers.",1
10343.jpg,spaq,r4,,5.1327,软门控(bare 0.34/rich 0.32/multi 0.34) | First impression is fair; dim lighting and litter on path are noticeable flaws but not overwhelming. Overall acceptable for casual viewing.,1
10344.jpg,spaq,r4,,3.1371,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur dominates the image, making subject details unrecognizable and overall impression poor.",1
10345.jpg,spaq,r4,,1.4669,"软门控(bare 0.33/rich 0.34/multi 0.33) | Severe motion blur dominates, obscuring all details; unrecognizable objects; completely unacceptable for viewing.",1
10346.jpg,spaq,r4,,5.1371,软门控(bare 0.31/rich 0.35/multi 0.33) | Muted colors and soft focus make image dull; details are blurry but not distracting; overall acceptable for casual viewing.,1
10347.jpg,spaq,r4,,5.1447,软门控(bare 0.28/rich 0.41/multi 0.31) | Overexposed sky and dull colors dominate; details are visible but overall impression is flat and unimpressive.,1
10348.jpg,spaq,r4,,1.4835,"软门控(bare 0.35/rich 0.32/multi 0.32) | Severe motion blur dominates, making text and details unreadable; image appears unusable for any purpose.",1
10349.jpg,spaq,r4,,6.4201,"软门控(bare 0.36/rich 0.29/multi 0.35) | Vibrant night scene with rich reflections and lights; minor motion blur and noise in dark areas, but overall visually engaging and acceptable.",1
10350.jpg,spaq,r4,,3.0335,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe blur dominates the image, making details indiscernible; poor focus renders the scene unacceptably fuzzy for typical viewing.",1
10351.jpg,spaq,r4,,6.4421,"软门控(bare 0.35/rich 0.31/multi 0.34) | Natural, candid moment with good detail and texture; slight motion blur on hand and minor noise, but overall pleasant and acceptable.",1
10352.jpg,spaq,r4,,6.8116,"软门控(bare 0.32/rich 0.33/multi 0.35) | Natural colors and composition; slight overexposure in sky and minor noise, but overall pleasing and acceptable.",1
10353.jpg,spaq,r4,,7.1263,"软门控(bare 0.37/rich 0.29/multi 0.34) | Vibrant marigolds stand out against natural, slightly messy background; minor clutter and dry foliage don't detract from overall pleasing, natural aesthetic.",1
10354.jpg,spaq,r4,,1.8239,软门控(bare 0.35/rich 0.33/multi 0.32) | Severe motion blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10355.jpg,spaq,r4,,8.8444,"软门控(bare 0.34/rich 0.32/multi 0.34) | Vibrant green leaves with clear texture and natural lighting; no flaws or distractions; strong, pleasing first impression.",1
10356.jpg,spaq,r4,,6.8141,软门控(bare 0.32/rich 0.34/multi 0.34) | Clear details on lion statue and buildings; slight overcast lighting; no major flaws; composition is acceptable despite tilt.,1
10357.jpg,spaq,r4,,1.7565,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur and overexposed highlights dominate, making content unrecognizable and visually jarring.",1
10358.jpg,spaq,r4,,1.8081,"软门控(bare 0.34/rich 0.34/multi 0.32) | Severe motion blur dominates, obscuring all details; no discernible subject or focus; visually chaotic and unacceptable.",1
10359.jpg,spaq,r4,,7.1333,"软门控(bare 0.33/rich 0.33/multi 0.34) | Clean architectural lines, balanced composition, and even lighting; minor window reflections and slight sky gradient are barely noticeable.",1
10360.jpg,spaq,r4,,3.1363,"软门控(bare 0.32/rich 0.36/multi 0.33) | Severe motion blur dominates, obscuring details; white pole overexposed; overall image appears shaky and poorly captured.",1
10361.jpg,spaq,r4,,6.8045,"软门控(bare 0.33/rich 0.32/multi 0.35) | Clear composition with natural bamboo and arches; slight overexposure in sky area, but overall visually pleasing and acceptable.",1
10362.jpg,spaq,r4,,7.1245,"软门控(bare 0.38/rich 0.28/multi 0.34) | Strong central light creates glare, but overall composition is clear and visually appealing with balanced symmetry and cool tones.",1
10363.jpg,spaq,r4,,5.1285,软门控(bare 0.36/rich 0.31/multi 0.33) | Moderate blur and soft focus affect detail; colors are natural but image lacks sharpness. Acceptable for casual viewing.,1
10364.jpg,spaq,r4,,1.4483,"软门控(bare 0.31/rich 0.37/multi 0.32) | Severe motion blur dominates, obscuring all details; image appears indistinct and unrecognizable, unacceptable for any purpose.",1
10365.jpg,spaq,r4,,1.4624,软门控(bare 0.33/rich 0.34/multi 0.34) | Severe blur across entire image; no discernible details; completely unviewable for any purpose.,1
10366.jpg,spaq,r4,,5.1389,"软门控(bare 0.31/rich 0.38/multi 0.32) | Dull, overcast sky dominates; buildings are clear but lack vibrancy. No major flaws, but overall impression is flat and uninspiring.",1
10367.jpg,spaq,r4,,3.1273,"软门控(bare 0.36/rich 0.30/multi 0.34) | Severe motion blur dominates, making details unrecognizable; poor lighting and noise further degrade clarity; unacceptable for most purposes.",1
10368.jpg,spaq,r4,,4.7936,"软门控(bare 0.34/rich 0.32/multi 0.34) | Heavy reflections and smudges on glass dominate, reducing clarity; scene is visible but flawed; ordinary viewer would notice issues but still accept as fair.",1
10369.jpg,spaq,r4,,3.1251,"软门控(bare 0.37/rich 0.29/multi 0.33) | Severe motion blur dominates, making details unreadable; bright lights cause glare and lens flare; overall image is unacceptably blurry.",1
10370.jpg,spaq,r4,,5.4718,"软门控(bare 0.34/rich 0.33/multi 0.33) | Subject is blurry due to motion, but context and composition are clear. Flaws noticeable but not distracting overall.",1
10371.jpg,spaq,r4,,3.1315,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe motion blur dominates, obscuring subject details and making image hard to view; poor overall clarity.",1
10372.jpg,spaq,r4,,5.1352,"软门控(bare 0.32/rich 0.34/multi 0.33) | Dull, low-contrast interior with harsh shadows and overexposed windows; composition is unbalanced but not defective.",1
10373.jpg,spaq,r4,,1.483,软门控(bare 0.35/rich 0.32/multi 0.33) | Severe motion blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10374.jpg,spaq,r4,,6.1856,"软门控(bare 0.31/rich 0.36/multi 0.33) | Overall clear and acceptable urban scene; minor noise and flat lighting under overcast sky, but no major flaws or distractions.",1
10375.jpg,spaq,r4,,1.4886,"软门控(bare 0.36/rich 0.31/multi 0.33) | Severe motion blur dominates, obscuring all details; image appears shaky and indistinct, making it unusable for any purpose.",1
10376.jpg,spaq,r4,,5.1338,软门控(bare 0.33/rich 0.34/multi 0.33) | Image is clear but slightly dim and tilted; white baskets dominate with minor glare; background cluttered but not distracting.,1
10377.jpg,spaq,r4,,7.1372,"软门控(bare 0.31/rich 0.34/multi 0.34) | Clear, well-composed shot with even lighting; minor gray overcast tone and wet ground reflections don’t detract from overall clarity or acceptability.",1
10378.jpg,spaq,r4,,1.4941,"软门控(bare 0.37/rich 0.30/multi 0.33) | Severe motion blur dominates entire image; no discernible details, making it unacceptable for viewing.",1
10379.jpg,spaq,r4,,1.4601,"软门控(bare 0.33/rich 0.35/multi 0.33) | Severe blur throughout; no discernible details, making image unusable and visually unappealing.",1
10380.jpg,spaq,r4,,7.1341,"软门控(bare 0.33/rich 0.33/multi 0.34) | Clean, well-composed interior shot with natural lighting; minor shadows and slight tilt don't detract from overall pleasing aesthetic.",1
10381.jpg,spaq,r4,,1.8725,软门控(bare 0.37/rich 0.29/multi 0.33) | Severe motion blur dominates entire image; no clear details visible; unacceptable for any practical use.,1
10382.jpg,spaq,r4,,7.2705,"软门控(bare 0.36/rich 0.30/multi 0.34) | Clear, well-composed image of a red tricycle; minor dust and plastic wrap on windshield slightly distract but don't ruin overall impression.",1
10383.jpg,spaq,r4,,7.1309,软门控(bare 0.35/rich 0.31/multi 0.34) | Beautiful sunset colors and composition; minor lens flare and slight underexposure in shadows don't detract significantly.,1
10384.jpg,spaq,r4,,3.5014,"软门控(bare 0.38/rich 0.29/multi 0.33) | Severe blur dominates, making details indistinct; flower and petals lack sharpness, reducing visual appeal and acceptability.",1
10385.jpg,spaq,r4,,5.1409,"软门控(bare 0.30/rich 0.35/multi 0.35) | Dull, overcast lighting and muted colors dominate; scene is calm but lacks vibrancy or visual appeal.",1
10386.jpg,spaq,r4,,8.4538,"软门控(bare 0.33/rich 0.32/multi 0.35) | Clear, well-lit architectural photo with sharp details, balanced composition, and no distracting artifacts or flaws.",1
10387.jpg,spaq,r4,,6.1294,"软门控(bare 0.33/rich 0.33/multi 0.34) | Good overall impression; slightly low light and minor noise, but scene is clear, composition natural, no major flaws.",1
10388.jpg,spaq,r4,,5.1323,软门控(bare 0.34/rich 0.34/multi 0.32) | Image is blurry and slightly out of focus; text and illustration lack sharpness but content is readable and visually coherent.,1
10389.jpg,spaq,r4,,1.4833,软门控(bare 0.35/rich 0.32/multi 0.32) | Severe motion blur dominates entire image; no discernible details or focus; unacceptable for any practical use.,1
10390.jpg,spaq,r4,,3.1318,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe motion blur and overall soft focus dominate, making details indistinct; annoying for a street scene.",1
10391.jpg,spaq,r4,,3.126,"软门控(bare 0.37/rich 0.30/multi 0.33) | Severe motion blur dominates, obscuring details of orange flowers and green leaves; image appears shaky and unsteady, making it hard to focus on any subject.",1
10392.jpg,spaq,r4,,3.4683,"软门控(bare 0.34/rich 0.35/multi 0.32) | Severe blur dominates the image, making details indistinct and text unreadable; overall impression is poor and hard to ignore.",1
10393.jpg,spaq,r4,,3.4769,"软门控(bare 0.35/rich 0.31/multi 0.34) | Severe motion blur and light streaks dominate, making details unreadable; distracting reflections and poor focus reduce acceptability.",1
10394.jpg,spaq,r4,,1.4913,"软门控(bare 0.36/rich 0.31/multi 0.33) | Severe motion blur dominates entire image; no discernible details, making it unacceptable for viewing.",1
10395.jpg,spaq,r4,,1.4766,软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur dominates entire image; no details discernible; unacceptable for any practical use.,1
10396.jpg,spaq,r4,,3.4865,"软门控(bare 0.36/rich 0.30/multi 0.34) | Severe motion blur dominates, obscuring details; colors are muted and unnatural; overall impression is poor and distracting.",1
10397.jpg,spaq,r4,,2.801,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe motion blur and overexposed reflections dominate, making scene details indistinct and visually distracting.",1
10398.jpg,spaq,r4,,1.7537,"软门控(bare 0.31/rich 0.36/multi 0.34) | Severe blur dominates entire image; details lost, objects indistinct, unacceptable for any practical use.",1
10399.jpg,spaq,r4,,1.4602,软门控(bare 0.33/rich 0.33/multi 0.35) | Severe blur dominates entire image; no details discernible; unacceptable for any practical use.,1
10400.jpg,spaq,r4,,1.4246,"软门控(bare 0.28/rich 0.42/multi 0.30) | Severe overexposure and motion blur dominate, making details unrecognizable; image is unusable as a visual record.",1
10401.jpg,spaq,r4,,5.13,软门控(bare 0.35/rich 0.32/multi 0.33) | Blurred image with soft focus; text readable but lacks sharpness. Background foliage and building details are indistinct. Acceptable for casual viewing.,1
10402.jpg,spaq,r4,,5.1518,"软门控(bare 0.35/rich 0.32/multi 0.33) | Puppies are cute and engaging, but motion blur on one puppy's head and face is noticeable and slightly distracting.",1
10403.jpg,spaq,r4,,6.5169,"软门控(bare 0.29/rich 0.38/multi 0.33) | Muted overcast lighting and slight haze reduce vibrancy, but composition is strong with clear subject and pleasing symmetry. Minor flaws are easily overlooked.",1
10404.jpg,spaq,r4,,3.1384,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur dominates the image, obscuring the subject and reducing clarity; background is clear but overall impression is poor due to lack of sharpness.",1
10405.jpg,spaq,r4,,1.4842,软门控(bare 0.36/rich 0.32/multi 0.33) | Severe blur dominates entire image; no details discernible; unacceptable for viewing or identification.,1
10406.jpg,spaq,r4,,7.133,软门控(bare 0.33/rich 0.33/multi 0.33) | Vibrant red calligraphy stands out against textured marble background; minor surface imperfections and slight smudging are barely noticeable.,1
10407.jpg,spaq,r4,,1.4589,"软门控(bare 0.32/rich 0.36/multi 0.32) | Severe motion blur and overexposure dominate, making content unrecognizable; completely unacceptable for viewing.",1
10408.jpg,spaq,r4,,3.8044,"软门控(bare 0.31/rich 0.33/multi 0.36) | Severe underexposure dominates; most of the image is black, obscuring details. Only bright window area is visible, making content hard to interpret.",1
10409.jpg,spaq,r4,,1.4848,软门控(bare 0.36/rich 0.33/multi 0.32) | Severe blur throughout; no details discernible; statue and plaque unreadable; unacceptable for any purpose.,1
10410.jpg,spaq,r4,,6.4368,"软门控(bare 0.36/rich 0.31/multi 0.33) | Vibrant pink flowers and green leaves in focus; background slightly blurry but not distracting. Overall pleasant and natural, minor softness in lighting.",1
10411.jpg,spaq,r4,,3.1451,"软门控(bare 0.27/rich 0.42/multi 0.31) | Severe motion blur dominates, obscuring details; overexposed sky and poor focus make image hard to interpret.",1
10412.jpg,spaq,r4,,8.0085,"软门控(bare 0.34/rich 0.32/multi 0.34) | Clear sky, sharp building details, good contrast; minor reflections in glass slightly distract but overall impression is positive and professional.",1
10413.jpg,spaq,r4,,1.844,"软门控(bare 0.36/rich 0.32/multi 0.32) | Severe blur dominates entire image; no details are discernible, making it unacceptable for viewing.",1
10414.jpg,spaq,r4,,6.066,"软门控(bare 0.36/rich 0.30/multi 0.34) | Night scene with clear details and balanced lighting; slight glare from streetlamp, but overall composition is acceptable and visually pleasing.",1
10415.jpg,spaq,r4,,5.4866,"软门控(bare 0.27/rich 0.39/multi 0.34) | Dull, overcast lighting and low contrast dominate; buildings are clear but lack vibrancy; no major flaws, just visually flat.",1
10416.jpg,spaq,r4,,1.7609,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur dominates, making content unrecognizable; extreme lack of sharpness and detail renders image unusable.",1
10417.jpg,spaq,r4,,6.8045,"软门控(bare 0.33/rich 0.34/multi 0.33) | Clear, well-composed shot of a house; minor clutter and uneven ground don't detract significantly from overall impression.",1
