img_id,dataset,route,score,reason,parse_tier
3976883946.jpg,koniq,r6offanchor,3.8753,"R6-offanchor=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.27,S-CONTENT×0.18)+0.4·bare投票(4.00)",1
3977122123.jpg,koniq,r6offanchor,3.8534,"R6-offanchor=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.31,S-CONTENT×0.23)+0.4·bare投票(3.75)",1
3978652004.jpg,koniq,r6offanchor,3.5989,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.29,S-CONTENT×0.35)+0.4·bare投票(3.25)",1
3985258920.jpg,koniq,r6offanchor,3.5198,"R6-offanchor=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.35,S-CONTENT×0.32)+0.4·bare投票(3.00)",1
3985602874.jpg,koniq,r6offanchor,4.0077,"R6-offanchor=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.34,S-CONTENT×0.26)+0.4·bare投票(4.00)",1
4005784260.jpg,koniq,r6offanchor,4.583,"R6-offanchor=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.33,S-CONTENT×0.42)+0.4·bare投票(4.25)",1
4010451143.jpg,koniq,r6offanchor,4.3549,"R6-offanchor=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.32,S-CONTENT×0.49)+0.4·bare投票(4.00)",1
4016051317.jpg,koniq,r6offanchor,2.1259,"R6-offanchor=0.6·动态融合(S-TECH×0.81,S-GLOBAL×0.15,S-CONTENT×0.04)+0.4·bare投票(2.00)",1
4016200124.jpg,koniq,r6offanchor,3.9359,"R6-offanchor=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.30,S-CONTENT×0.22)+0.4·bare投票(4.00)",1
4018879156.jpg,koniq,r6offanchor,3.2988,"R6-offanchor=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.29,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
4026925102.jpg,koniq,r6offanchor,4.4696,"R6-offanchor=0.6·动态融合(S-TECH×0.27,S-GLOBAL×0.33,S-CONTENT×0.40)+0.4·bare投票(4.00)",1
4033495510.jpg,koniq,r6offanchor,3.2535,"R6-offanchor=0.6·动态融合(S-TECH×0.62,S-GLOBAL×0.26,S-CONTENT×0.12)+0.4·bare投票(3.00)",1
4039710407.jpg,koniq,r6offanchor,3.8557,"R6-offanchor=0.6·动态融合(S-TECH×0.57,S-GLOBAL×0.28,S-CONTENT×0.16)+0.4·bare投票(4.00)",1
404033442.jpg,koniq,r6offanchor,3.9221,"R6-offanchor=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.31,S-CONTENT×0.20)+0.4·bare投票(4.00)",1
4042188530.jpg,koniq,r6offanchor,3.2362,"R6-offanchor=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.27,S-CONTENT×0.19)+0.4·bare投票(3.00)",1
4042306910.jpg,koniq,r6offanchor,3.2907,"R6-offanchor=0.6·动态融合(S-TECH×0.41,S-GLOBAL×0.30,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4045599734.jpg,koniq,r6offanchor,3.5719,"R6-offanchor=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.33,S-CONTENT×0.42)+0.4·bare投票(3.00)",1
4046716515.jpg,koniq,r6offanchor,3.6377,"R6-offanchor=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.32,S-CONTENT×0.37)+0.4·bare投票(3.25)",1
4047658369.jpg,koniq,r6offanchor,3.9033,"R6-offanchor=0.6·动态融合(S-TECH×0.52,S-GLOBAL×0.28,S-CONTENT×0.20)+0.4·bare投票(4.00)",1
4050875089.jpg,koniq,r6offanchor,3.3778,"R6-offanchor=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.34,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
4054594935.jpg,koniq,r6offanchor,3.6556,"R6-offanchor=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.36,S-CONTENT×0.30)+0.4·bare投票(3.00)",1
4068780416.jpg,koniq,r6offanchor,3.2395,"R6-offanchor=0.6·动态融合(S-TECH×0.65,S-GLOBAL×0.24,S-CONTENT×0.11)+0.4·bare投票(3.00)",1
4076940518.jpg,koniq,r6offanchor,4.2907,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.32,S-CONTENT×0.36)+0.4·bare投票(4.00)",1
4081293153.jpg,koniq,r6offanchor,3.5253,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.33,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
409233389.jpg,koniq,r6offanchor,3.6501,"R6-offanchor=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.31,S-CONTENT×0.22)+0.4·bare投票(3.25)",1
409446076.jpg,koniq,r6offanchor,3.2269,"R6-offanchor=0.6·动态融合(S-TECH×0.68,S-GLOBAL×0.22,S-CONTENT×0.10)+0.4·bare投票(3.00)",1
4094774604.jpg,koniq,r6offanchor,3.4493,"R6-offanchor=0.6·动态融合(S-TECH×0.58,S-GLOBAL×0.27,S-CONTENT×0.16)+0.4·bare投票(3.00)",1
4094850958.jpg,koniq,r6offanchor,2.4154,"R6-offanchor=0.6·动态融合(S-TECH×0.44,S-GLOBAL×0.30,S-CONTENT×0.26)+0.4·bare投票(2.00)",1
4099198318.jpg,koniq,r6offanchor,3.8726,"R6-offanchor=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.28,S-CONTENT×0.17)+0.4·bare投票(4.00)",1
4109408743.jpg,koniq,r6offanchor,4.4905,"R6-offanchor=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.32,S-CONTENT×0.45)+0.4·bare投票(4.00)",1
41130035.jpg,koniq,r6offanchor,4.3442,"R6-offanchor=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.33,S-CONTENT×0.47)+0.4·bare投票(4.00)",1
4114743309.jpg,koniq,r6offanchor,4.2445,"R6-offanchor=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.33,S-CONTENT×0.47)+0.4·bare投票(3.75)",1
4122173034.jpg,koniq,r6offanchor,3.5209,"R6-offanchor=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.33,S-CONTENT×0.34)+0.4·bare投票(3.00)",1
4125943270.jpg,koniq,r6offanchor,4.3727,"R6-offanchor=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.32,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
4130373740.jpg,koniq,r6offanchor,4.2594,"R6-offanchor=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.31,S-CONTENT×0.29)+0.4·bare投票(4.00)",1
4132747677.jpg,koniq,r6offanchor,3.5799,"R6-offanchor=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.33,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
4139991387.jpg,koniq,r6offanchor,4.4677,"R6-offanchor=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.32,S-CONTENT×0.41)+0.4·bare投票(4.00)",1
414892775.jpg,koniq,r6offanchor,3.7364,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.33,S-CONTENT×0.29)+0.4·bare投票(3.25)",1
4149460224.jpg,koniq,r6offanchor,2.7057,"R6-offanchor=0.6·动态融合(S-TECH×0.67,S-GLOBAL×0.25,S-CONTENT×0.08)+0.4·bare投票(3.00)",1
4151551954.jpg,koniq,r6offanchor,4.2996,"R6-offanchor=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.32,S-CONTENT×0.37)+0.4·bare投票(4.00)",1
415283727.jpg,koniq,r6offanchor,4.1312,"R6-offanchor=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.34,S-CONTENT×0.23)+0.4·bare投票(4.00)",1
4154530402.jpg,koniq,r6offanchor,3.6965,"R6-offanchor=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.37,S-CONTENT×0.33)+0.4·bare投票(3.00)",1
4155484757.jpg,koniq,r6offanchor,3.7215,"R6-offanchor=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.34,S-CONTENT×0.27)+0.4·bare投票(3.25)",1
4157689684.jpg,koniq,r6offanchor,4.12,"R6-offanchor=0.6·动态融合(S-TECH×0.16,S-GLOBAL×0.28,S-CONTENT×0.56)+0.4·bare投票(4.00)",1
4167198294.jpg,koniq,r6offanchor,3.257,"R6-offanchor=0.6·动态融合(S-TECH×0.62,S-GLOBAL×0.25,S-CONTENT×0.13)+0.4·bare投票(3.00)",1
416910261.jpg,koniq,r6offanchor,3.5087,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.33,S-CONTENT×0.32)+0.4·bare投票(3.00)",1
4170535749.jpg,koniq,r6offanchor,3.9789,"R6-offanchor=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.34,S-CONTENT×0.23)+0.4·bare投票(4.00)",1
4172609703.jpg,koniq,r6offanchor,3.5335,"R6-offanchor=0.6·动态融合(S-TECH×0.47,S-GLOBAL×0.32,S-CONTENT×0.20)+0.4·bare投票(3.00)",1
4187182991.jpg,koniq,r6offanchor,3.4172,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.36,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4195621541.jpg,koniq,r6offanchor,3.8265,"R6-offanchor=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.31,S-CONTENT×0.21)+0.4·bare投票(3.75)",1
4211408239.jpg,koniq,r6offanchor,3.5641,"R6-offanchor=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.28,S-CONTENT×0.16)+0.4·bare投票(3.25)",1
4213244648.jpg,koniq,r6offanchor,4.106,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.31,S-CONTENT×0.37)+0.4·bare投票(4.00)",1
4213334951.jpg,koniq,r6offanchor,2.9994,"R6-offanchor=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.28,S-CONTENT×0.22)+0.4·bare投票(3.00)",1
4228738752.jpg,koniq,r6offanchor,3.8792,"R6-offanchor=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.29,S-CONTENT×0.17)+0.4·bare投票(4.00)",1
4232963375.jpg,koniq,r6offanchor,1.4102,"R6-offanchor=0.6·动态融合(S-TECH×0.08,S-GLOBAL×0.27,S-CONTENT×0.65)+0.4·bare投票(2.00)",1
4234199993.jpg,koniq,r6offanchor,3.5227,"R6-offanchor=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.30,S-CONTENT×0.20)+0.4·bare投票(3.00)",1
4240917469.jpg,koniq,r6offanchor,3.12,"R6-offanchor=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.28,S-CONTENT×0.51)+0.4·bare投票(3.00)",1
4242548000.jpg,koniq,r6offanchor,3.3547,"R6-offanchor=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.33,S-CONTENT×0.39)+0.4·bare投票(3.00)",1
4246091470.jpg,koniq,r6offanchor,2.7415,"R6-offanchor=0.6·动态融合(S-TECH×0.27,S-GLOBAL×0.36,S-CONTENT×0.38)+0.4·bare投票(3.00)",1
4246970583.jpg,koniq,r6offanchor,3.12,"R6-offanchor=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.29,S-CONTENT×0.49)+0.4·bare投票(3.00)",1
4252888669.jpg,koniq,r6offanchor,4.281,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.31,S-CONTENT×0.34)+0.4·bare投票(4.00)",1
4255841453.jpg,koniq,r6offanchor,3.6137,"R6-offanchor=0.6·动态融合(S-TECH×0.41,S-GLOBAL×0.32,S-CONTENT×0.26)+0.4·bare投票(3.75)",1
4258644297.jpg,koniq,r6offanchor,4.0865,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.36,S-CONTENT×0.32)+0.4·bare投票(4.00)",1
4259140344.jpg,koniq,r6offanchor,4.2799,"R6-offanchor=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.32,S-CONTENT×0.33)+0.4·bare投票(4.00)",1
4259335567.jpg,koniq,r6offanchor,2.1615,"R6-offanchor=0.6·动态融合(S-TECH×0.70,S-GLOBAL×0.22,S-CONTENT×0.08)+0.4·bare投票(2.00)",1
4260146768.jpg,koniq,r6offanchor,3.72,"R6-offanchor=0.6·动态融合(S-TECH×0.06,S-GLOBAL×0.23,S-CONTENT×0.71)+0.4·bare投票(3.00)",1
4262472308.jpg,koniq,r6offanchor,3.12,"R6-offanchor=0.6·动态融合(S-TECH×0.15,S-GLOBAL×0.27,S-CONTENT×0.58)+0.4·bare投票(3.00)",1
426656293.jpg,koniq,r6offanchor,3.2788,"R6-offanchor=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.31,S-CONTENT×0.26)+0.4·bare投票(3.00)",1
4270574025.jpg,koniq,r6offanchor,3.9942,"R6-offanchor=0.6·动态融合(S-TECH×0.63,S-GLOBAL×0.26,S-CONTENT×0.11)+0.4·bare投票(4.00)",1
4278181256.jpg,koniq,r6offanchor,3.2925,"R6-offanchor=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.29,S-CONTENT×0.16)+0.4·bare投票(3.00)",1
4286933249.jpg,koniq,r6offanchor,4.3217,"R6-offanchor=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.32,S-CONTENT×0.42)+0.4·bare投票(4.00)",1
4293785816.jpg,koniq,r6offanchor,3.2242,"R6-offanchor=0.6·动态融合(S-TECH×0.68,S-GLOBAL×0.22,S-CONTENT×0.10)+0.4·bare投票(3.00)",1
4297219009.jpg,koniq,r6offanchor,2.7889,"R6-offanchor=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.30,S-CONTENT×0.24)+0.4·bare投票(2.50)",1
4299510764.jpg,koniq,r6offanchor,3.8887,"R6-offanchor=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.31,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
4307315285.jpg,koniq,r6offanchor,3.8566,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.33,S-CONTENT×0.31)+0.4·bare投票(3.50)",1
4316264959.jpg,koniq,r6offanchor,3.12,"R6-offanchor=0.6·动态融合(S-TECH×0.11,S-GLOBAL×0.26,S-CONTENT×0.63)+0.4·bare投票(3.00)",1
4320399633.jpg,koniq,r6offanchor,2.9258,"R6-offanchor=0.6·动态融合(S-TECH×0.53,S-GLOBAL×0.33,S-CONTENT×0.14)+0.4·bare投票(3.00)",1
4336949009.jpg,koniq,r6offanchor,3.8456,"R6-offanchor=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.30,S-CONTENT×0.46)+0.4·bare投票(4.00)",1
4343097092.jpg,koniq,r6offanchor,3.9513,"R6-offanchor=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.34,S-CONTENT×0.48)+0.4·bare投票(3.00)",1
4345036113.jpg,koniq,r6offanchor,3.7989,"R6-offanchor=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.36,S-CONTENT×0.34)+0.4·bare投票(3.25)",1
4345842908.jpg,koniq,r6offanchor,3.5322,"R6-offanchor=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.30,S-CONTENT×0.22)+0.4·bare投票(3.00)",1
4346944645.jpg,koniq,r6offanchor,3.6397,"R6-offanchor=0.6·动态融合(S-TECH×0.36,S-GLOBAL×0.35,S-CONTENT×0.29)+0.4·bare投票(3.00)",1
4353430545.jpg,koniq,r6offanchor,3.226,"R6-offanchor=0.6·动态融合(S-TECH×0.67,S-GLOBAL×0.23,S-CONTENT×0.10)+0.4·bare投票(3.00)",1
4353485101.jpg,koniq,r6offanchor,3.2688,"R6-offanchor=0.6·动态融合(S-TECH×0.60,S-GLOBAL×0.26,S-CONTENT×0.14)+0.4·bare投票(3.00)",1
4358436337.jpg,koniq,r6offanchor,3.9132,"R6-offanchor=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.33,S-CONTENT×0.40)+0.4·bare投票(3.00)",1
4360105019.jpg,koniq,r6offanchor,2.1966,"R6-offanchor=0.6·动态融合(S-TECH×0.51,S-GLOBAL×0.28,S-CONTENT×0.21)+0.4·bare投票(2.00)",1
4364793888.jpg,koniq,r6offanchor,3.933,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.36,S-CONTENT×0.28)+0.4·bare投票(3.75)",1
4365387751.jpg,koniq,r6offanchor,3.5877,"R6-offanchor=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.34,S-CONTENT×0.44)+0.4·bare投票(3.00)",1
4373225530.jpg,koniq,r6offanchor,3.6158,"R6-offanchor=0.6·动态融合(S-TECH×0.39,S-GLOBAL×0.33,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
43749901.jpg,koniq,r6offanchor,3.2964,"R6-offanchor=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.30,S-CONTENT×0.16)+0.4·bare投票(3.00)",1
4376675146.jpg,koniq,r6offanchor,2.9111,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.33,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
4383247323.jpg,koniq,r6offanchor,1.3,"R6-offanchor=0.6·动态融合(S-TECH×0.07,S-GLOBAL×0.24,S-CONTENT×0.70)+0.4·bare投票(1.75)",1
4384734404.jpg,koniq,r6offanchor,3.3051,"R6-offanchor=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.29,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
4389975585.jpg,koniq,r6offanchor,3.523,"R6-offanchor=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.30,S-CONTENT×0.21)+0.4·bare投票(3.00)",1
4390875397.jpg,koniq,r6offanchor,3.3333,"R6-offanchor=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.33,S-CONTENT×0.20)+0.4·bare投票(3.00)",1
4396087406.jpg,koniq,r6offanchor,3.6365,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.35,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4397008731.jpg,koniq,r6offanchor,3.2681,"R6-offanchor=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.29,S-CONTENT×0.25)+0.4·bare投票(3.00)",1
4397075898.jpg,koniq,r6offanchor,4.4327,"R6-offanchor=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.35,S-CONTENT×0.41)+0.4·bare投票(4.00)",1
439745674.jpg,koniq,r6offanchor,3.3208,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.35,S-CONTENT×0.33)+0.4·bare投票(3.00)",1
4398385361.jpg,koniq,r6offanchor,4.5876,"R6-offanchor=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.31,S-CONTENT×0.46)+0.4·bare投票(4.25)",1
4401185827.jpg,koniq,r6offanchor,2.7334,"R6-offanchor=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.28,S-CONTENT×0.22)+0.4·bare投票(2.50)",1
4404462627.jpg,koniq,r6offanchor,3.6272,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.36,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
4406684120.jpg,koniq,r6offanchor,4.0783,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.32,S-CONTENT×0.33)+0.4·bare投票(3.50)",1
4410907563.jpg,koniq,r6offanchor,3.4078,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.37,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
441241455.jpg,koniq,r6offanchor,3.2746,"R6-offanchor=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.31,S-CONTENT×0.26)+0.4·bare投票(3.00)",1
4413028246.jpg,koniq,r6offanchor,4.3405,"R6-offanchor=0.6·动态融合(S-TECH×0.20,S-GLOBAL×0.34,S-CONTENT×0.46)+0.4·bare投票(4.00)",1
4424741537.jpg,koniq,r6offanchor,4.4871,"R6-offanchor=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.35,S-CONTENT×0.42)+0.4·bare投票(4.00)",1
4425198356.jpg,koniq,r6offanchor,3.629,"R6-offanchor=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.35,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4428546636.jpg,koniq,r6offanchor,2.8183,"R6-offanchor=0.6·动态融合(S-TECH×0.63,S-GLOBAL×0.27,S-CONTENT×0.11)+0.4·bare投票(3.00)",1
4436002363.jpg,koniq,r6offanchor,2.8553,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.37,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4439151807.jpg,koniq,r6offanchor,4.4477,"R6-offanchor=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.32,S-CONTENT×0.45)+0.4·bare投票(4.00)",1
4441586110.jpg,koniq,r6offanchor,3.5924,"R6-offanchor=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.34,S-CONTENT×0.45)+0.4·bare投票(3.00)",1
4441990593.jpg,koniq,r6offanchor,4.3586,"R6-offanchor=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.32,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
4442175074.jpg,koniq,r6offanchor,5.0,"R6-offanchor=0.6·动态融合(S-TECH×0.11,S-GLOBAL×0.28,S-CONTENT×0.62)+0.4·bare投票(5.00)",1
4448707293.jpg,koniq,r6offanchor,3.8862,"R6-offanchor=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.33,S-CONTENT×0.39)+0.4·bare投票(4.00)",1
4458877862.jpg,koniq,r6offanchor,2.1155,"R6-offanchor=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.29,S-CONTENT×0.46)+0.4·bare投票(2.00)",1
4460254023.jpg,koniq,r6offanchor,3.9898,"R6-offanchor=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.32,S-CONTENT×0.26)+0.4·bare投票(4.00)",1
4463196857.jpg,koniq,r6offanchor,3.2298,"R6-offanchor=0.6·动态融合(S-TECH×0.67,S-GLOBAL×0.23,S-CONTENT×0.10)+0.4·bare投票(3.00)",1
4464186761.jpg,koniq,r6offanchor,4.3659,"R6-offanchor=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.32,S-CONTENT×0.51)+0.4·bare投票(4.00)",1
4478237731.jpg,koniq,r6offanchor,3.929,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.33,S-CONTENT×0.35)+0.4·bare投票(4.00)",1
448305008.jpg,koniq,r6offanchor,3.9714,"R6-offanchor=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.33,S-CONTENT×0.23)+0.4·bare投票(4.00)",1
4492298311.jpg,koniq,r6offanchor,3.4168,"R6-offanchor=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.35,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
4495630749.jpg,koniq,r6offanchor,4.3231,"R6-offanchor=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.32,S-CONTENT×0.42)+0.4·bare投票(4.00)",1
4501585211.jpg,koniq,r6offanchor,2.1125,"R6-offanchor=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.30,S-CONTENT×0.44)+0.4·bare投票(2.00)",1
4506321902.jpg,koniq,r6offanchor,3.7479,"R6-offanchor=0.6·动态融合(S-TECH×0.36,S-GLOBAL×0.35,S-CONTENT×0.30)+0.4·bare投票(3.25)",1
4511318356.jpg,koniq,r6offanchor,3.9467,"R6-offanchor=0.6·动态融合(S-TECH×0.20,S-GLOBAL×0.32,S-CONTENT×0.47)+0.4·bare投票(3.00)",1
4512110934.jpg,koniq,r6offanchor,3.4871,"R6-offanchor=0.6·动态融合(S-TECH×0.53,S-GLOBAL×0.29,S-CONTENT×0.18)+0.4·bare投票(3.00)",1
4513142635.jpg,koniq,r6offanchor,3.2811,"R6-offanchor=0.6·动态融合(S-TECH×0.58,S-GLOBAL×0.27,S-CONTENT×0.15)+0.4·bare投票(3.00)",1
4518358107.jpg,koniq,r6offanchor,3.6228,"R6-offanchor=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.36,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
4524543534.jpg,koniq,r6offanchor,4.0584,"R6-offanchor=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.33,S-CONTENT×0.31)+0.4·bare投票(4.00)",1
4526077589.jpg,koniq,r6offanchor,4.3259,"R6-offanchor=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.32,S-CONTENT×0.43)+0.4·bare投票(4.00)",1
452671189.jpg,koniq,r6offanchor,2.8882,"R6-offanchor=0.6·动态融合(S-TECH×0.39,S-GLOBAL×0.33,S-CONTENT×0.28)+0.4·bare投票(2.00)",1
4528580529.jpg,koniq,r6offanchor,3.6345,"R6-offanchor=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.35,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4532664267.jpg,koniq,r6offanchor,4.12,"R6-offanchor=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.28,S-CONTENT×0.40)+0.4·bare投票(4.00)",1
4548390935.jpg,koniq,r6offanchor,3.6636,"R6-offanchor=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.34,S-CONTENT×0.40)+0.4·bare投票(3.25)",1
4550104555.jpg,koniq,r6offanchor,3.6244,"R6-offanchor=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.35,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
4556815018.jpg,koniq,r6offanchor,4.2968,"R6-offanchor=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.33,S-CONTENT×0.37)+0.4·bare投票(4.00)",1
4567762490.jpg,koniq,r6offanchor,4.5122,"R6-offanchor=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.32,S-CONTENT×0.47)+0.4·bare投票(4.00)",1
4578866514.jpg,koniq,r6offanchor,3.7698,"R6-offanchor=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.33,S-CONTENT×0.42)+0.4·bare投票(3.50)",1
4585233162.jpg,koniq,r6offanchor,2.9684,"R6-offanchor=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.29,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
4590098379.jpg,koniq,r6offanchor,4.3897,"R6-offanchor=0.6·动态融合(S-TECH×0.44,S-GLOBAL×0.30,S-CONTENT×0.27)+0.4·bare投票(4.00)",1
4600229706.jpg,koniq,r6offanchor,3.5502,"R6-offanchor=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.33,S-CONTENT×0.22)+0.4·bare投票(3.00)",1
460024423.jpg,koniq,r6offanchor,4.3318,"R6-offanchor=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.34,S-CONTENT×0.44)+0.4·bare投票(4.00)",1
4602555754.jpg,koniq,r6offanchor,4.3008,"R6-offanchor=0.6·动态融合(S-TECH×0.29,S-GLOBAL×0.34,S-CONTENT×0.38)+0.4·bare投票(4.00)",1
460276399.jpg,koniq,r6offanchor,4.0316,"R6-offanchor=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.34,S-CONTENT×0.44)+0.4·bare投票(3.25)",1
4602769821.jpg,koniq,r6offanchor,4.2406,"R6-offanchor=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.32,S-CONTENT×0.46)+0.4·bare投票(3.75)",1
4605015781.jpg,koniq,r6offanchor,4.12,"R6-offanchor=0.6·动态融合(S-TECH×0.09,S-GLOBAL×0.25,S-CONTENT×0.66)+0.4·bare投票(4.00)",1
