img_id,dataset,route,level,score,reason,parse_tier
3194756721.jpg,koniq,r6,,3.4019,"R6=0.6·动态融合(S-TECH×0.44,S-GLOBAL×0.32,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
3195516092.jpg,koniq,r6,,3.2726,"R6=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.37,S-CONTENT×0.29)+0.4·bare投票(3.00)",1
3202755866.jpg,koniq,r6,,4.253,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.31,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
3204890107.jpg,koniq,r6,,2.2233,"R6=0.6·动态融合(S-TECH×0.60,S-GLOBAL×0.27,S-CONTENT×0.13)+0.4·bare投票(2.00)",1
3207112247.jpg,koniq,r6,,3.2606,"R6=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.27,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
3207463467.jpg,koniq,r6,,3.5956,"R6=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.36,S-CONTENT×0.30)+0.4·bare投票(3.25)",1
3224700403.jpg,koniq,r6,,3.6452,"R6=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.36,S-CONTENT×0.32)+0.4·bare投票(3.25)",1
3231616959.jpg,koniq,r6,,4.1669,"R6=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.30,S-CONTENT×0.30)+0.4·bare投票(4.00)",1
3235296899.jpg,koniq,r6,,3.7901,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.31,S-CONTENT×0.22)+0.4·bare投票(4.00)",1
324339500.jpg,koniq,r6,,3.1215,"R6=0.6·动态融合(S-TECH×0.36,S-GLOBAL×0.34,S-CONTENT×0.30)+0.4·bare投票(3.00)",1
325223545.jpg,koniq,r6,,3.1646,"R6=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.33,S-CONTENT×0.44)+0.4·bare投票(3.00)",1
3253636665.jpg,koniq,r6,,4.48,"R6=0.6·动态融合(S-TECH×0.08,S-GLOBAL×0.24,S-CONTENT×0.67)+0.4·bare投票(4.00)",1
3254444597.jpg,koniq,r6,,2.7703,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.34,S-CONTENT×0.21)+0.4·bare投票(3.00)",1
3259283855.jpg,koniq,r6,,3.3106,"R6=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.32,S-CONTENT×0.30)+0.4·bare投票(3.00)",1
326195053.jpg,koniq,r6,,2.651,"R6=0.6·动态融合(S-TECH×0.58,S-GLOBAL×0.27,S-CONTENT×0.15)+0.4·bare投票(3.00)",1
3265568572.jpg,koniq,r6,,3.4802,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.36,S-CONTENT×0.28)+0.4·bare投票(3.00)",1
3274581285.jpg,koniq,r6,,4.2286,"R6=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.32,S-CONTENT×0.45)+0.4·bare投票(4.00)",1
3281012528.jpg,koniq,r6,,3.2693,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.36,S-CONTENT×0.29)+0.4·bare投票(3.00)",1
3296835726.jpg,koniq,r6,,4.2637,"R6=0.6·动态融合(S-TECH×0.15,S-GLOBAL×0.32,S-CONTENT×0.53)+0.4·bare投票(4.00)",1
3302975736.jpg,koniq,r6,,4.0495,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.33,S-CONTENT×0.50)+0.4·bare投票(3.50)",1
3303907744.jpg,koniq,r6,,4.3834,"R6=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.35,S-CONTENT×0.41)+0.4·bare投票(4.00)",1
3304434529.jpg,koniq,r6,,3.4014,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.31,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
3305619554.jpg,koniq,r6,,4.2501,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.31,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
3305968848.jpg,koniq,r6,,1.88,"R6=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.28,S-CONTENT×0.44)+0.4·bare投票(2.00)",1
3306813341.jpg,koniq,r6,,3.4609,"R6=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.30,S-CONTENT×0.21)+0.4·bare投票(3.25)",1
3308768118.jpg,koniq,r6,,3.6972,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.32,S-CONTENT×0.23)+0.4·bare投票(3.75)",1
3314904869.jpg,koniq,r6,,2.2214,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.34,S-CONTENT×0.31)+0.4·bare投票(2.25)",1
332288233.jpg,koniq,r6,,2.9489,"R6=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.29,S-CONTENT×0.43)+0.4·bare投票(3.00)",1
3324496492.jpg,koniq,r6,,3.1863,"R6=0.6·动态融合(S-TECH×0.63,S-GLOBAL×0.25,S-CONTENT×0.12)+0.4·bare投票(3.00)",1
3341085556.jpg,koniq,r6,,1.88,"R6=0.6·动态融合(S-TECH×0.27,S-GLOBAL×0.29,S-CONTENT×0.44)+0.4·bare投票(2.00)",1
3342346685.jpg,koniq,r6,,3.6065,"R6=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.24,S-CONTENT×0.32)+0.4·bare投票(3.00)",1
3347228837.jpg,koniq,r6,,4.2511,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.31,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
3347823880.jpg,koniq,r6,,3.8316,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.32,S-CONTENT×0.23)+0.4·bare投票(4.00)",1
3355714233.jpg,koniq,r6,,3.1328,"R6=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.32,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
3357164852.jpg,koniq,r6,,3.2794,"R6=0.6·动态融合(S-TECH×0.57,S-GLOBAL×0.27,S-CONTENT×0.15)+0.4·bare投票(3.00)",1
3364868711.jpg,koniq,r6,,2.9737,"R6=0.6·动态融合(S-TECH×0.66,S-GLOBAL×0.24,S-CONTENT×0.10)+0.4·bare投票(3.00)",1
3367044769.jpg,koniq,r6,,4.2559,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.31,S-CONTENT×0.51)+0.4·bare投票(4.00)",1
3367803108.jpg,koniq,r6,,4.1696,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.29,S-CONTENT×0.54)+0.4·bare投票(3.75)",1
3371856854.jpg,koniq,r6,,3.9057,"R6=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.34,S-CONTENT×0.44)+0.4·bare投票(3.25)",1
3378003631.jpg,koniq,r6,,3.8528,"R6=0.6·动态融合(S-TECH×0.41,S-GLOBAL×0.33,S-CONTENT×0.26)+0.4·bare投票(4.00)",1
3383452055.jpg,koniq,r6,,3.9792,"R6=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.30,S-CONTENT×0.52)+0.4·bare投票(4.00)",1
3383593963.jpg,koniq,r6,,3.1364,"R6=0.6·动态融合(S-TECH×0.29,S-GLOBAL×0.35,S-CONTENT×0.36)+0.4·bare投票(3.00)",1
3385195104.jpg,koniq,r6,,3.9787,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.31,S-CONTENT×0.52)+0.4·bare投票(4.00)",1
3385580051.jpg,koniq,r6,,1.88,"R6=0.6·动态融合(S-TECH×0.16,S-GLOBAL×0.28,S-CONTENT×0.57)+0.4·bare投票(2.00)",1
3388708914.jpg,koniq,r6,,4.3602,"R6=0.6·动态融合(S-TECH×0.29,S-GLOBAL×0.32,S-CONTENT×0.40)+0.4·bare投票(4.00)",1
338924292.jpg,koniq,r6,,2.4903,"R6=0.6·动态融合(S-TECH×0.64,S-GLOBAL×0.24,S-CONTENT×0.12)+0.4·bare投票(2.75)",1
3395475764.jpg,koniq,r6,,3.9144,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.35,S-CONTENT×0.30)+0.4·bare投票(4.00)",1
3431390099.jpg,koniq,r6,,2.5043,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.35,S-CONTENT×0.18)+0.4·bare投票(3.00)",1
3433315492.jpg,koniq,r6,,2.658,"R6=0.6·动态融合(S-TECH×0.59,S-GLOBAL×0.27,S-CONTENT×0.13)+0.4·bare投票(2.00)",1
3444483519.jpg,koniq,r6,,3.3057,"R6=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.28,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
3446366493.jpg,koniq,r6,,3.0184,"R6=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.31,S-CONTENT×0.13)+0.4·bare投票(3.25)",1
3458950384.jpg,koniq,r6,,4.3173,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.34,S-CONTENT×0.47)+0.4·bare投票(4.00)",1
3464327257.jpg,koniq,r6,,2.9749,"R6=0.6·动态融合(S-TECH×0.52,S-GLOBAL×0.30,S-CONTENT×0.18)+0.4·bare投票(3.00)",1
3464988666.jpg,koniq,r6,,2.0265,"R6=0.6·动态融合(S-TECH×0.49,S-GLOBAL×0.29,S-CONTENT×0.22)+0.4·bare投票(2.00)",1
346617779.jpg,koniq,r6,,2.0336,"R6=0.6·动态融合(S-TECH×0.47,S-GLOBAL×0.30,S-CONTENT×0.23)+0.4·bare投票(2.00)",1
3469092597.jpg,koniq,r6,,4.58,"R6=0.6·动态融合(S-TECH×0.25,S-GLOBAL×0.29,S-CONTENT×0.46)+0.4·bare投票(4.25)",1
3479727829.jpg,koniq,r6,,1.88,"R6=0.6·动态融合(S-TECH×0.13,S-GLOBAL×0.29,S-CONTENT×0.58)+0.4·bare投票(2.00)",1
3487085790.jpg,koniq,r6,,3.4066,"R6=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.32,S-CONTENT×0.23)+0.4·bare投票(3.00)",1
3490117565.jpg,koniq,r6,,3.7513,"R6=0.6·动态融合(S-TECH×0.41,S-GLOBAL×0.33,S-CONTENT×0.26)+0.4·bare投票(3.75)",1
3490456545.jpg,koniq,r6,,2.0319,"R6=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.29,S-CONTENT×0.21)+0.4·bare投票(2.00)",1
3496521334.jpg,koniq,r6,,4.4063,"R6=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.33,S-CONTENT×0.50)+0.4·bare投票(4.00)",1
35002160.jpg,koniq,r6,,3.7094,"R6=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.28,S-CONTENT×0.18)+0.4·bare投票(4.00)",1
3505262206.jpg,koniq,r6,,3.1379,"R6=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.34,S-CONTENT×0.33)+0.4·bare投票(3.00)",1
3505627590.jpg,koniq,r6,,3.0677,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.29,S-CONTENT×0.26)+0.4·bare投票(3.00)",1
3511207085.jpg,koniq,r6,,3.8429,"R6=0.6·动态融合(S-TECH×0.14,S-GLOBAL×0.33,S-CONTENT×0.53)+0.4·bare投票(3.00)",1
3519364135.jpg,koniq,r6,,3.3894,"R6=0.6·动态融合(S-TECH×0.29,S-GLOBAL×0.34,S-CONTENT×0.37)+0.4·bare投票(3.00)",1
3530486052.jpg,koniq,r6,,4.2168,"R6=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.32,S-CONTENT×0.42)+0.4·bare投票(4.00)",1
3530563948.jpg,koniq,r6,,3.3124,"R6=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.32,S-CONTENT×0.30)+0.4·bare投票(3.00)",1
35311267.jpg,koniq,r6,,2.0809,"R6=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.35,S-CONTENT×0.30)+0.4·bare投票(2.00)",1
3532374814.jpg,koniq,r6,,3.4609,"R6=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.34,S-CONTENT×0.26)+0.4·bare投票(3.00)",1
3538380259.jpg,koniq,r6,,2.6164,"R6=0.6·动态融合(S-TECH×0.61,S-GLOBAL×0.26,S-CONTENT×0.13)+0.4·bare投票(3.00)",1
3547073718.jpg,koniq,r6,,3.974,"R6=0.6·动态融合(S-TECH×0.15,S-GLOBAL×0.28,S-CONTENT×0.58)+0.4·bare投票(4.00)",1
3566079728.jpg,koniq,r6,,3.2011,"R6=0.6·动态融合(S-TECH×0.24,S-GLOBAL×0.36,S-CONTENT×0.40)+0.4·bare投票(3.00)",1
3581381105.jpg,koniq,r6,,4.154,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.32,S-CONTENT×0.51)+0.4·bare投票(3.75)",1
358433606.jpg,koniq,r6,,2.0114,"R6=0.6·动态融合(S-TECH×0.52,S-GLOBAL×0.28,S-CONTENT×0.20)+0.4·bare投票(2.00)",1
3595766183.jpg,koniq,r6,,3.5535,"R6=0.6·动态融合(S-TECH×0.11,S-GLOBAL×0.27,S-CONTENT×0.62)+0.4·bare投票(3.00)",1
3596611917.jpg,koniq,r6,,3.4652,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.32,S-CONTENT×0.21)+0.4·bare投票(3.25)",1
359723983.jpg,koniq,r6,,4.2282,"R6=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.32,S-CONTENT×0.40)+0.4·bare投票(4.00)",1
3600948934.jpg,koniq,r6,,3.3349,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.32,S-CONTENT×0.20)+0.4·bare投票(3.00)",1
3606644176.jpg,koniq,r6,,3.7954,"R6=0.6·动态融合(S-TECH×0.34,S-GLOBAL×0.33,S-CONTENT×0.33)+0.4·bare投票(4.00)",1
3608137140.jpg,koniq,r6,,4.2542,"R6=0.6·动态融合(S-TECH×0.20,S-GLOBAL×0.33,S-CONTENT×0.46)+0.4·bare投票(4.00)",1
3609983548.jpg,koniq,r6,,3.389,"R6=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.28,S-CONTENT×0.16)+0.4·bare投票(3.25)",1
3612174577.jpg,koniq,r6,,2.9242,"R6=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.29,S-CONTENT×0.45)+0.4·bare投票(3.00)",1
3615267731.jpg,koniq,r6,,4.0604,"R6=0.6·动态融合(S-TECH×0.17,S-GLOBAL×0.31,S-CONTENT×0.52)+0.4·bare投票(3.50)",1
3618795157.jpg,koniq,r6,,4.8652,"R6=0.6·动态融合(S-TECH×0.11,S-GLOBAL×0.29,S-CONTENT×0.60)+0.4·bare投票(4.75)",1
3628605791.jpg,koniq,r6,,3.8178,"R6=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.35,S-CONTENT×0.24)+0.4·bare投票(4.00)",1
3635405613.jpg,koniq,r6,,3.4052,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.32,S-CONTENT×0.20)+0.4·bare投票(4.00)",1
3639490630.jpg,koniq,r6,,3.382,"R6=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.35,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
3648316650.jpg,koniq,r6,,4.1183,"R6=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.34,S-CONTENT×0.43)+0.4·bare投票(3.75)",1
3652633823.jpg,koniq,r6,,4.2574,"R6=0.6·动态融合(S-TECH×0.16,S-GLOBAL×0.32,S-CONTENT×0.52)+0.4·bare投票(4.00)",1
3655930326.jpg,koniq,r6,,3.0528,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.29,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
3658535721.jpg,koniq,r6,,3.9722,"R6=0.6·动态融合(S-TECH×0.13,S-GLOBAL×0.27,S-CONTENT×0.59)+0.4·bare投票(4.00)",1
3662491369.jpg,koniq,r6,,3.5061,"R6=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.28,S-CONTENT×0.16)+0.4·bare投票(3.50)",1
3667890322.jpg,koniq,r6,,3.3058,"R6=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.28,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
3670448728.jpg,koniq,r6,,2.9454,"R6=0.6·动态融合(S-TECH×0.30,S-GLOBAL×0.31,S-CONTENT×0.39)+0.4·bare投票(3.00)",1
3674117315.jpg,koniq,r6,,3.9654,"R6=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.31,S-CONTENT×0.48)+0.4·bare投票(4.00)",1
3676465885.jpg,koniq,r6,,3.1385,"R6=0.6·动态融合(S-TECH×0.32,S-GLOBAL×0.33,S-CONTENT×0.35)+0.4·bare投票(3.00)",1
3683418770.jpg,koniq,r6,,3.1821,"R6=0.6·动态融合(S-TECH×0.46,S-GLOBAL×0.33,S-CONTENT×0.21)+0.4·bare投票(3.00)",1
3689872234.jpg,koniq,r6,,3.0621,"R6=0.6·动态融合(S-TECH×0.59,S-GLOBAL×0.27,S-CONTENT×0.14)+0.4·bare投票(3.00)",1
3697066196.jpg,koniq,r6,,2.8085,"R6=0.6·动态融合(S-TECH×0.27,S-GLOBAL×0.36,S-CONTENT×0.37)+0.4·bare投票(3.00)",1
3697530291.jpg,koniq,r6,,4.3948,"R6=0.6·动态融合(S-TECH×0.20,S-GLOBAL×0.31,S-CONTENT×0.49)+0.4·bare投票(4.00)",1
3706984010.jpg,koniq,r6,,1.88,"R6=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.30,S-CONTENT×0.48)+0.4·bare投票(2.00)",1
3715014568.jpg,koniq,r6,,3.3851,"R6=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.33,S-CONTENT×0.41)+0.4·bare投票(3.00)",1
3716891886.jpg,koniq,r6,,4.2362,"R6=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.32,S-CONTENT×0.42)+0.4·bare投票(4.00)",1
3721179887.jpg,koniq,r6,,3.1603,"R6=0.6·动态融合(S-TECH×0.44,S-GLOBAL×0.34,S-CONTENT×0.22)+0.4·bare投票(3.00)",1
3736358849.jpg,koniq,r6,,3.2428,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.31,S-CONTENT×0.24)+0.4·bare投票(3.00)",1
3736907392.jpg,koniq,r6,,3.4013,"R6=0.6·动态融合(S-TECH×0.57,S-GLOBAL×0.27,S-CONTENT×0.16)+0.4·bare投票(3.25)",1
3749654443.jpg,koniq,r6,,2.1091,"R6=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.35,S-CONTENT×0.32)+0.4·bare投票(2.00)",1
3750920837.jpg,koniq,r6,,2.5349,"R6=0.6·动态融合(S-TECH×0.69,S-GLOBAL×0.22,S-CONTENT×0.09)+0.4·bare投票(3.00)",1
3755058211.jpg,koniq,r6,,4.9567,"R6=0.6·动态融合(S-TECH×0.09,S-GLOBAL×0.27,S-CONTENT×0.64)+0.4·bare投票(5.00)",1
3761272199.jpg,koniq,r6,,3.7589,"R6=0.6·动态融合(S-TECH×0.47,S-GLOBAL×0.32,S-CONTENT×0.21)+0.4·bare投票(4.00)",1
3767933394.jpg,koniq,r6,,4.48,"R6=0.6·动态融合(S-TECH×0.07,S-GLOBAL×0.25,S-CONTENT×0.67)+0.4·bare投票(4.00)",1
3776716867.jpg,koniq,r6,,3.7709,"R6=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.30,S-CONTENT×0.20)+0.4·bare投票(4.00)",1
3780702032.jpg,koniq,r6,,3.8706,"R6=0.6·动态融合(S-TECH×0.36,S-GLOBAL×0.36,S-CONTENT×0.28)+0.4·bare投票(4.00)",1
3787014324.jpg,koniq,r6,,3.3695,"R6=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.34,S-CONTENT×0.38)+0.4·bare投票(3.00)",1
3800059044.jpg,koniq,r6,,4.2034,"R6=0.6·动态融合(S-TECH×0.26,S-GLOBAL×0.35,S-CONTENT×0.39)+0.4·bare投票(4.00)",1
3805107589.jpg,koniq,r6,,3.7236,"R6=0.6·动态融合(S-TECH×0.51,S-GLOBAL×0.30,S-CONTENT×0.19)+0.4·bare投票(4.00)",1
381148704.jpg,koniq,r6,,4.7383,"R6=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.33,S-CONTENT×0.49)+0.4·bare投票(4.50)",1
3812031514.jpg,koniq,r6,,3.0174,"R6=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.35,S-CONTENT×0.16)+0.4·bare投票(3.00)",1
3812865597.jpg,koniq,r6,,4.4917,"R6=0.6·动态融合(S-TECH×0.10,S-GLOBAL×0.23,S-CONTENT×0.67)+0.4·bare投票(4.00)",1
3825304964.jpg,koniq,r6,,3.6546,"R6=0.6·动态融合(S-TECH×0.62,S-GLOBAL×0.25,S-CONTENT×0.13)+0.4·bare投票(4.00)",1
3825837186.jpg,koniq,r6,,3.4524,"R6=0.6·动态融合(S-TECH×0.22,S-GLOBAL×0.36,S-CONTENT×0.42)+0.4·bare投票(3.00)",1
3827560087.jpg,koniq,r6,,4.68,"R6=0.6·动态融合(S-TECH×0.11,S-GLOBAL×0.26,S-CONTENT×0.63)+0.4·bare投票(4.50)",1
3835050024.jpg,koniq,r6,,3.863,"R6=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.34,S-CONTENT×0.26)+0.4·bare投票(4.00)",1
3843377036.jpg,koniq,r6,,3.2686,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.29,S-CONTENT×0.25)+0.4·bare投票(3.00)",1
3846071699.jpg,koniq,r6,,4.0462,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.32,S-CONTENT×0.49)+0.4·bare投票(3.50)",1
3847965007.jpg,koniq,r6,,3.3677,"R6=0.6·动态融合(S-TECH×0.56,S-GLOBAL×0.27,S-CONTENT×0.17)+0.4·bare投票(3.25)",1
3864280906.jpg,koniq,r6,,3.8711,"R6=0.6·动态融合(S-TECH×0.12,S-GLOBAL×0.28,S-CONTENT×0.60)+0.4·bare投票(3.75)",1
3866688343.jpg,koniq,r6,,3.2656,"R6=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.28,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
3867441709.jpg,koniq,r6,,3.8649,"R6=0.6·动态融合(S-TECH×0.40,S-GLOBAL×0.34,S-CONTENT×0.27)+0.4·bare投票(4.00)",1
387003357.jpg,koniq,r6,,2.0109,"R6=0.6·动态融合(S-TECH×0.55,S-GLOBAL×0.27,S-CONTENT×0.18)+0.4·bare投票(2.00)",1
3870457394.jpg,koniq,r6,,4.4995,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.30,S-CONTENT×0.51)+0.4·bare投票(4.25)",1
3872832716.jpg,koniq,r6,,4.18,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.32,S-CONTENT×0.33)+0.4·bare投票(4.00)",1
3886757277.jpg,koniq,r6,,3.3098,"R6=0.6·动态融合(S-TECH×0.54,S-GLOBAL×0.29,S-CONTENT×0.17)+0.4·bare投票(3.00)",1
3890421755.jpg,koniq,r6,,3.8679,"R6=0.6·动态融合(S-TECH×0.33,S-GLOBAL×0.32,S-CONTENT×0.35)+0.4·bare投票(3.25)",1
3895433023.jpg,koniq,r6,,3.545,"R6=0.6·动态融合(S-TECH×0.08,S-GLOBAL×0.26,S-CONTENT×0.66)+0.4·bare投票(3.00)",1
3916850615.jpg,koniq,r6,,3.8739,"R6=0.6·动态融合(S-TECH×0.14,S-GLOBAL×0.29,S-CONTENT×0.57)+0.4·bare投票(3.75)",1
392103652.jpg,koniq,r6,,2.1105,"R6=0.6·动态融合(S-TECH×0.41,S-GLOBAL×0.33,S-CONTENT×0.26)+0.4·bare投票(2.00)",1
392558137.jpg,koniq,r6,,2.6268,"R6=0.6·动态融合(S-TECH×0.35,S-GLOBAL×0.33,S-CONTENT×0.31)+0.4·bare投票(2.75)",1
3930941584.jpg,koniq,r6,,2.6587,"R6=0.6·动态融合(S-TECH×0.57,S-GLOBAL×0.28,S-CONTENT×0.16)+0.4·bare投票(3.00)",1
3932785686.jpg,koniq,r6,,4.2184,"R6=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.34,S-CONTENT×0.43)+0.4·bare投票(4.00)",1
3934821151.jpg,koniq,r6,,3.761,"R6=0.6·动态融合(S-TECH×0.21,S-GLOBAL×0.34,S-CONTENT×0.45)+0.4·bare投票(4.00)",1
3940847938.jpg,koniq,r6,,2.0192,"R6=0.6·动态融合(S-TECH×0.52,S-GLOBAL×0.27,S-CONTENT×0.21)+0.4·bare投票(2.00)",1
3948135332.jpg,koniq,r6,,4.3996,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.32,S-CONTENT×0.49)+0.4·bare投票(4.00)",1
3948277105.jpg,koniq,r6,,3.6446,"R6=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.30,S-CONTENT×0.20)+0.4·bare投票(3.75)",1
3961390501.jpg,koniq,r6,,4.2548,"R6=0.6·动态融合(S-TECH×0.18,S-GLOBAL×0.32,S-CONTENT×0.51)+0.4·bare投票(4.00)",1
396221760.jpg,koniq,r6,,3.4557,"R6=0.6·动态融合(S-TECH×0.39,S-GLOBAL×0.34,S-CONTENT×0.27)+0.4·bare投票(3.00)",1
3962244093.jpg,koniq,r6,,3.8211,"R6=0.6·动态融合(S-TECH×0.43,S-GLOBAL×0.34,S-CONTENT×0.22)+0.4·bare投票(4.00)",1
396505725.jpg,koniq,r6,,1.9728,"R6=0.6·动态融合(S-TECH×0.72,S-GLOBAL×0.21,S-CONTENT×0.07)+0.4·bare投票(2.00)",1
3969622447.jpg,koniq,r6,,4.2053,"R6=0.6·动态融合(S-TECH×0.28,S-GLOBAL×0.32,S-CONTENT×0.39)+0.4·bare投票(4.00)",1
3971662930.jpg,koniq,r6,,3.6836,"R6=0.6·动态融合(S-TECH×0.45,S-GLOBAL×0.34,S-CONTENT×0.21)+0.4·bare投票(3.75)",1
3971799391.jpg,koniq,r6,,3.8756,"R6=0.6·动态融合(S-TECH×0.39,S-GLOBAL×0.34,S-CONTENT×0.27)+0.4·bare投票(4.00)",1
3976883946.jpg,koniq,r6,,3.6477,"R6=0.6·动态融合(S-TECH×0.59,S-GLOBAL×0.26,S-CONTENT×0.15)+0.4·bare投票(4.00)",1
3977122123.jpg,koniq,r6,,3.6843,"R6=0.6·动态融合(S-TECH×0.48,S-GLOBAL×0.30,S-CONTENT×0.21)+0.4·bare投票(3.75)",1
3978652004.jpg,koniq,r6,,3.4287,"R6=0.6·动态融合(S-TECH×0.38,S-GLOBAL×0.29,S-CONTENT×0.33)+0.4·bare投票(3.25)",1
3985258920.jpg,koniq,r6,,3.3155,"R6=0.6·动态融合(S-TECH×0.37,S-GLOBAL×0.34,S-CONTENT×0.29)+0.4·bare投票(3.00)",1
3985602874.jpg,koniq,r6,,3.8424,"R6=0.6·动态融合(S-TECH×0.42,S-GLOBAL×0.34,S-CONTENT×0.25)+0.4·bare投票(4.00)",1
4005784260.jpg,koniq,r6,,4.4852,"R6=0.6·动态融合(S-TECH×0.23,S-GLOBAL×0.33,S-CONTENT×0.45)+0.4·bare投票(4.25)",1
4010451143.jpg,koniq,r6,,4.3269,"R6=0.6·动态融合(S-TECH×0.19,S-GLOBAL×0.32,S-CONTENT×0.49)+0.4·bare投票(4.00)",1
4016051317.jpg,koniq,r6,,1.9956,"R6=0.6·动态融合(S-TECH×0.69,S-GLOBAL×0.22,S-CONTENT×0.09)+0.4·bare投票(2.00)",1
4016200124.jpg,koniq,r6,,3.7659,"R6=0.6·动态融合(S-TECH×0.50,S-GLOBAL×0.30,S-CONTENT×0.20)+0.4·bare投票(4.00)",1
