img_id,dataset,route,level,score,reason,parse_tier
10001.jpg,spaq,r6,,5.6117,R6=R5结构+bare投票 | bare 0.36/rich 0.29/multi 0.34,1
10245.jpg,spaq,r6,,4.8996,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.35,1
10246.jpg,spaq,r6,,2.531,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10247.jpg,spaq,r6,,4.9007,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10248.jpg,spaq,r6,,4.8149,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10249.jpg,spaq,r6,,6.9063,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.35,1
10250.jpg,spaq,r6,,2.1435,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10251.jpg,spaq,r6,,1.7447,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.32,1
10252.jpg,spaq,r6,,3.562,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.33,1
10253.jpg,spaq,r6,,6.8148,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10254.jpg,spaq,r6,,3.8111,R6=R5结构+bare投票 | bare 0.32/rich 0.37/multi 0.31,1
10255.jpg,spaq,r6,,5.8125,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.34,1
10256.jpg,spaq,r6,,4.6447,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10257.jpg,spaq,r6,,6.8175,R6=R5结构+bare投票 | bare 0.30/rich 0.36/multi 0.35,1
10258.jpg,spaq,r6,,5.7833,R6=R5结构+bare投票 | bare 0.26/rich 0.43/multi 0.31,1
10259.jpg,spaq,r6,,5.8668,R6=R5结构+bare投票 | bare 0.38/rich 0.29/multi 0.34,1
10260.jpg,spaq,r6,,3.4453,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.32,1
10261.jpg,spaq,r6,,2.2633,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.34,1
10262.jpg,spaq,r6,,1.968,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10263.jpg,spaq,r6,,4.8866,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10264.jpg,spaq,r6,,4.5385,R6=R5结构+bare投票 | bare 0.27/rich 0.41/multi 0.32,1
10265.jpg,spaq,r6,,2.6273,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10266.jpg,spaq,r6,,2.1359,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10267.jpg,spaq,r6,,7.5366,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10268.jpg,spaq,r6,,5.4485,R6=R5结构+bare投票 | bare 0.31/rich 0.34/multi 0.34,1
10269.jpg,spaq,r6,,6.8346,R6=R5结构+bare投票 | bare 0.27/rich 0.41/multi 0.32,1
10270.jpg,spaq,r6,,2.2959,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10271.jpg,spaq,r6,,6.3751,R6=R5结构+bare投票 | bare 0.32/rich 0.35/multi 0.33,1
10272.jpg,spaq,r6,,3.4396,R6=R5结构+bare投票 | bare 0.37/rich 0.30/multi 0.33,1
10273.jpg,spaq,r6,,7.1242,R6=R5结构+bare投票 | bare 0.32/rich 0.33/multi 0.35,1
10274.jpg,spaq,r6,,1.7339,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.33,1
10275.jpg,spaq,r6,,3.5205,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10276.jpg,spaq,r6,,6.9008,R6=R5结构+bare投票 | bare 0.31/rich 0.34/multi 0.35,1
10277.jpg,spaq,r6,,2.1734,R6=R5结构+bare投票 | bare 0.39/rich 0.28/multi 0.33,1
10278.jpg,spaq,r6,,3.8523,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10279.jpg,spaq,r6,,2.3091,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10280.jpg,spaq,r6,,3.1937,R6=R5结构+bare投票 | bare 0.27/rich 0.42/multi 0.31,1
10281.jpg,spaq,r6,,3.5174,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10282.jpg,spaq,r6,,6.7483,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10283.jpg,spaq,r6,,6.6092,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10284.jpg,spaq,r6,,5.5463,R6=R5结构+bare投票 | bare 0.35/rich 0.30/multi 0.35,1
10285.jpg,spaq,r6,,1.9695,R6=R5结构+bare投票 | bare 0.36/rich 0.32/multi 0.33,1
10286.jpg,spaq,r6,,5.9839,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10287.jpg,spaq,r6,,4.0077,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10288.jpg,spaq,r6,,1.7882,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10289.jpg,spaq,r6,,6.0581,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.35,1
10290.jpg,spaq,r6,,1.9583,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10291.jpg,spaq,r6,,6.3884,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.34,1
10292.jpg,spaq,r6,,2.7854,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10293.jpg,spaq,r6,,3.2922,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10294.jpg,spaq,r6,,2.785,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10295.jpg,spaq,r6,,2.6248,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10296.jpg,spaq,r6,,2.5835,R6=R5结构+bare投票 | bare 0.39/rich 0.28/multi 0.33,1
10297.jpg,spaq,r6,,5.4853,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10298.jpg,spaq,r6,,4.6485,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10299.jpg,spaq,r6,,2.0706,R6=R5结构+bare投票 | bare 0.39/rich 0.28/multi 0.33,1
10300.jpg,spaq,r6,,4.5736,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10301.jpg,spaq,r6,,1.7786,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10302.jpg,spaq,r6,,3.5082,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10303.jpg,spaq,r6,,7.2275,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10304.jpg,spaq,r6,,4.2954,R6=R5结构+bare投票 | bare 0.29/rich 0.39/multi 0.32,1
10305.jpg,spaq,r6,,2.9972,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10306.jpg,spaq,r6,,6.1505,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.34,1
10307.jpg,spaq,r6,,4.0117,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10308.jpg,spaq,r6,,5.8943,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10309.jpg,spaq,r6,,4.1641,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.32,1
10310.jpg,spaq,r6,,7.2816,R6=R5结构+bare投票 | bare 0.31/rich 0.32/multi 0.36,1
10311.jpg,spaq,r6,,6.4428,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10312.jpg,spaq,r6,,2.477,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10313.jpg,spaq,r6,,4.0156,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10314.jpg,spaq,r6,,1.7388,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.33,1
10315.jpg,spaq,r6,,3.5528,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10316.jpg,spaq,r6,,6.8232,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10317.jpg,spaq,r6,,4.4493,R6=R5结构+bare投票 | bare 0.32/rich 0.35/multi 0.33,1
10318.jpg,spaq,r6,,5.2225,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.34,1
10319.jpg,spaq,r6,,3.0584,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.34,1
10320.jpg,spaq,r6,,7.0277,R6=R5结构+bare投票 | bare 0.35/rich 0.33/multi 0.33,1
10321.jpg,spaq,r6,,5.7825,R6=R5结构+bare投票 | bare 0.28/rich 0.40/multi 0.32,1
10322.jpg,spaq,r6,,1.803,R6=R5结构+bare投票 | bare 0.31/rich 0.37/multi 0.32,1
10323.jpg,spaq,r6,,6.705,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.33,1
10324.jpg,spaq,r6,,2.5485,R6=R5结构+bare投票 | bare 0.29/rich 0.39/multi 0.32,1
10325.jpg,spaq,r6,,7.032,R6=R5结构+bare投票 | bare 0.37/rich 0.28/multi 0.34,1
10326.jpg,spaq,r6,,2.4045,R6=R5结构+bare投票 | bare 0.27/rich 0.40/multi 0.33,1
10327.jpg,spaq,r6,,3.1169,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10328.jpg,spaq,r6,,3.7559,R6=R5结构+bare投票 | bare 0.36/rich 0.29/multi 0.35,1
10329.jpg,spaq,r6,,4.7407,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10330.jpg,spaq,r6,,6.119,R6=R5结构+bare投票 | bare 0.32/rich 0.32/multi 0.36,1
10331.jpg,spaq,r6,,1.7931,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10332.jpg,spaq,r6,,6.8233,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10333.jpg,spaq,r6,,2.7128,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10334.jpg,spaq,r6,,5.3471,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10335.jpg,spaq,r6,,2.7848,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10336.jpg,spaq,r6,,6.9142,R6=R5结构+bare投票 | bare 0.34/rich 0.31/multi 0.35,1
10337.jpg,spaq,r6,,2.7376,R6=R5结构+bare投票 | bare 0.35/rich 0.33/multi 0.32,1
10338.jpg,spaq,r6,,3.5112,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10339.jpg,spaq,r6,,6.5553,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10340.jpg,spaq,r6,,3.8364,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10341.jpg,spaq,r6,,6.0568,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10342.jpg,spaq,r6,,4.7966,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10343.jpg,spaq,r6,,5.1405,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10344.jpg,spaq,r6,,2.685,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10345.jpg,spaq,r6,,1.7354,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10346.jpg,spaq,r6,,4.4067,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.33,1
10347.jpg,spaq,r6,,4.7781,R6=R5结构+bare投票 | bare 0.28/rich 0.41/multi 0.31,1
10348.jpg,spaq,r6,,1.7953,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.32,1
10349.jpg,spaq,r6,,5.6909,R6=R5结构+bare投票 | bare 0.36/rich 0.29/multi 0.35,1
10350.jpg,spaq,r6,,2.5935,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10351.jpg,spaq,r6,,5.953,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10352.jpg,spaq,r6,,6.1875,R6=R5结构+bare投票 | bare 0.32/rich 0.33/multi 0.35,1
10353.jpg,spaq,r6,,6.9207,R6=R5结构+bare投票 | bare 0.37/rich 0.29/multi 0.34,1
10354.jpg,spaq,r6,,1.9156,R6=R5结构+bare投票 | bare 0.35/rich 0.33/multi 0.32,1
10355.jpg,spaq,r6,,8.6219,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10356.jpg,spaq,r6,,6.3773,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.34,1
10357.jpg,spaq,r6,,2.1037,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10358.jpg,spaq,r6,,1.9112,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10359.jpg,spaq,r6,,6.9017,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10360.jpg,spaq,r6,,3.1685,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.33,1
10361.jpg,spaq,r6,,6.226,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10362.jpg,spaq,r6,,6.7563,R6=R5结构+bare投票 | bare 0.38/rich 0.28/multi 0.34,1
10363.jpg,spaq,r6,,4.7456,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10364.jpg,spaq,r6,,1.745,R6=R5结构+bare投票 | bare 0.31/rich 0.37/multi 0.32,1
10365.jpg,spaq,r6,,1.7309,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.34,1
10366.jpg,spaq,r6,,4.515,R6=R5结构+bare投票 | bare 0.31/rich 0.38/multi 0.32,1
10367.jpg,spaq,r6,,2.7286,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10368.jpg,spaq,r6,,4.5666,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10369.jpg,spaq,r6,,2.8375,R6=R5结构+bare投票 | bare 0.37/rich 0.29/multi 0.33,1
10370.jpg,spaq,r6,,5.3198,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10371.jpg,spaq,r6,,3.2061,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10372.jpg,spaq,r6,,4.8128,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.33,1
10373.jpg,spaq,r6,,1.7385,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10374.jpg,spaq,r6,,5.2945,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10375.jpg,spaq,r6,,1.7358,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10376.jpg,spaq,r6,,5.1452,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10377.jpg,spaq,r6,,7.1257,R6=R5结构+bare投票 | bare 0.31/rich 0.34/multi 0.34,1
10378.jpg,spaq,r6,,1.735,R6=R5结构+bare投票 | bare 0.37/rich 0.30/multi 0.33,1
10379.jpg,spaq,r6,,1.7387,R6=R5结构+bare投票 | bare 0.33/rich 0.35/multi 0.33,1
10380.jpg,spaq,r6,,7.2053,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10381.jpg,spaq,r6,,2.1549,R6=R5结构+bare投票 | bare 0.37/rich 0.29/multi 0.33,1
10382.jpg,spaq,r6,,7.1385,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10383.jpg,spaq,r6,,6.8265,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10384.jpg,spaq,r6,,3.3739,R6=R5结构+bare投票 | bare 0.38/rich 0.29/multi 0.33,1
10385.jpg,spaq,r6,,5.0492,R6=R5结构+bare投票 | bare 0.30/rich 0.35/multi 0.35,1
10386.jpg,spaq,r6,,8.2295,R6=R5结构+bare投票 | bare 0.33/rich 0.32/multi 0.35,1
10387.jpg,spaq,r6,,5.4087,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10388.jpg,spaq,r6,,4.7265,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10389.jpg,spaq,r6,,1.7427,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.32,1
10390.jpg,spaq,r6,,2.8981,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10391.jpg,spaq,r6,,2.9334,R6=R5结构+bare投票 | bare 0.37/rich 0.30/multi 0.33,1
10392.jpg,spaq,r6,,3.3729,R6=R5结构+bare投票 | bare 0.34/rich 0.35/multi 0.32,1
10393.jpg,spaq,r6,,3.5707,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10394.jpg,spaq,r6,,1.7364,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10395.jpg,spaq,r6,,1.7895,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10396.jpg,spaq,r6,,3.7686,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10397.jpg,spaq,r6,,2.4669,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10398.jpg,spaq,r6,,1.9434,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.34,1
10399.jpg,spaq,r6,,1.723,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.35,1
10400.jpg,spaq,r6,,1.7571,R6=R5结构+bare投票 | bare 0.28/rich 0.42/multi 0.30,1
10401.jpg,spaq,r6,,4.653,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10402.jpg,spaq,r6,,5.0122,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10403.jpg,spaq,r6,,5.8411,R6=R5结构+bare投票 | bare 0.29/rich 0.38/multi 0.33,1
10404.jpg,spaq,r6,,3.2035,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10405.jpg,spaq,r6,,1.7367,R6=R5结构+bare投票 | bare 0.36/rich 0.32/multi 0.33,1
10406.jpg,spaq,r6,,6.7896,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.33,1
10407.jpg,spaq,r6,,1.7464,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.32,1
10408.jpg,spaq,r6,,3.8489,R6=R5结构+bare投票 | bare 0.31/rich 0.33/multi 0.36,1
10409.jpg,spaq,r6,,1.7464,R6=R5结构+bare投票 | bare 0.36/rich 0.33/multi 0.32,1
10410.jpg,spaq,r6,,6.3999,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10411.jpg,spaq,r6,,2.5594,R6=R5结构+bare投票 | bare 0.27/rich 0.42/multi 0.31,1
10412.jpg,spaq,r6,,7.8364,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10413.jpg,spaq,r6,,1.8826,R6=R5结构+bare投票 | bare 0.36/rich 0.32/multi 0.32,1
10414.jpg,spaq,r6,,5.2572,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10415.jpg,spaq,r6,,5.2115,R6=R5结构+bare投票 | bare 0.27/rich 0.39/multi 0.34,1
10416.jpg,spaq,r6,,2.1867,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.33,1
10417.jpg,spaq,r6,,6.1442,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10418.jpg,spaq,r6,,2.8107,R6=R5结构+bare投票 | bare 0.33/rich 0.35/multi 0.33,1
10419.jpg,spaq,r6,,3.5968,R6=R5结构+bare投票 | bare 0.30/rich 0.38/multi 0.32,1
10420.jpg,spaq,r6,,1.7376,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10421.jpg,spaq,r6,,2.6962,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10422.jpg,spaq,r6,,7.4833,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10423.jpg,spaq,r6,,6.4843,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10424.jpg,spaq,r6,,3.017,R6=R5结构+bare投票 | bare 0.36/rich 0.30/multi 0.34,1
10425.jpg,spaq,r6,,5.6508,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.34,1
10426.jpg,spaq,r6,,7.0352,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10427.jpg,spaq,r6,,4.2331,R6=R5结构+bare投票 | bare 0.37/rich 0.30/multi 0.33,1
10428.jpg,spaq,r6,,1.7422,R6=R5结构+bare投票 | bare 0.35/rich 0.33/multi 0.32,1
10429.jpg,spaq,r6,,5.8499,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10430.jpg,spaq,r6,,3.2922,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10431.jpg,spaq,r6,,5.499,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10432.jpg,spaq,r6,,3.3767,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.32,1
10433.jpg,spaq,r6,,1.9721,R6=R5结构+bare投票 | bare 0.33/rich 0.35/multi 0.32,1
10434.jpg,spaq,r6,,3.4835,R6=R5结构+bare投票 | bare 0.30/rich 0.37/multi 0.33,1
10435.jpg,spaq,r6,,1.7414,R6=R5结构+bare投票 | bare 0.36/rich 0.32/multi 0.32,1
10436.jpg,spaq,r6,,4.7347,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10437.jpg,spaq,r6,,4.37,R6=R5结构+bare投票 | bare 0.32/rich 0.35/multi 0.33,1
10438.jpg,spaq,r6,,2.6204,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.33,1
10439.jpg,spaq,r6,,2.7012,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.33,1
10440.jpg,spaq,r6,,1.7436,R6=R5结构+bare投票 | bare 0.31/rich 0.37/multi 0.32,1
10441.jpg,spaq,r6,,4.9013,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10442.jpg,spaq,r6,,1.741,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10443.jpg,spaq,r6,,4.7273,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.34,1
10444.jpg,spaq,r6,,5.9507,R6=R5结构+bare投票 | bare 0.31/rich 0.36/multi 0.34,1
10445.jpg,spaq,r6,,7.1211,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10446.jpg,spaq,r6,,4.164,R6=R5结构+bare投票 | bare 0.33/rich 0.35/multi 0.32,1
10447.jpg,spaq,r6,,2.3017,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10448.jpg,spaq,r6,,2.546,R6=R5结构+bare投票 | bare 0.37/rich 0.31/multi 0.33,1
10449.jpg,spaq,r6,,2.928,R6=R5结构+bare投票 | bare 0.36/rich 0.31/multi 0.33,1
10450.jpg,spaq,r6,,5.8128,R6=R5结构+bare投票 | bare 0.30/rich 0.35/multi 0.35,1
10451.jpg,spaq,r6,,2.8943,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10452.jpg,spaq,r6,,1.7919,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10453.jpg,spaq,r6,,5.7195,R6=R5结构+bare投票 | bare 0.32/rich 0.34/multi 0.34,1
10454.jpg,spaq,r6,,5.1705,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10455.jpg,spaq,r6,,1.8689,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10456.jpg,spaq,r6,,1.7351,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10457.jpg,spaq,r6,,3.101,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10458.jpg,spaq,r6,,1.8798,R6=R5结构+bare投票 | bare 0.35/rich 0.33/multi 0.33,1
10459.jpg,spaq,r6,,4.0362,R6=R5结构+bare投票 | bare 0.35/rich 0.31/multi 0.34,1
10460.jpg,spaq,r6,,1.8207,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10461.jpg,spaq,r6,,1.7402,R6=R5结构+bare投票 | bare 0.34/rich 0.34/multi 0.32,1
10462.jpg,spaq,r6,,4.0066,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10463.jpg,spaq,r6,,6.8897,R6=R5结构+bare投票 | bare 0.30/rich 0.36/multi 0.34,1
10464.jpg,spaq,r6,,6.2631,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.33,1
10465.jpg,spaq,r6,,3.0861,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10466.jpg,spaq,r6,,5.5596,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10467.jpg,spaq,r6,,6.4077,R6=R5结构+bare投票 | bare 0.32/rich 0.33/multi 0.35,1
10468.jpg,spaq,r6,,2.3784,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10469.jpg,spaq,r6,,6.5649,R6=R5结构+bare投票 | bare 0.33/rich 0.33/multi 0.34,1
10470.jpg,spaq,r6,,5.2254,R6=R5结构+bare投票 | bare 0.32/rich 0.33/multi 0.35,1
10471.jpg,spaq,r6,,6.9064,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10472.jpg,spaq,r6,,1.9737,R6=R5结构+bare投票 | bare 0.37/rich 0.31/multi 0.33,1
10473.jpg,spaq,r6,,4.0048,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.34,1
10474.jpg,spaq,r6,,6.4158,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.34,1
10475.jpg,spaq,r6,,1.8841,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.32,1
10476.jpg,spaq,r6,,2.6971,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.34,1
10477.jpg,spaq,r6,,5.6373,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.34,1
10478.jpg,spaq,r6,,6.9039,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.34,1
10479.jpg,spaq,r6,,7.014,R6=R5结构+bare投票 | bare 0.35/rich 0.32/multi 0.33,1
10480.jpg,spaq,r6,,4.6329,R6=R5结构+bare投票 | bare 0.39/rich 0.26/multi 0.35,1
10481.jpg,spaq,r6,,1.7452,R6=R5结构+bare投票 | bare 0.32/rich 0.36/multi 0.32,1
10482.jpg,spaq,r6,,6.9867,R6=R5结构+bare投票 | bare 0.37/rich 0.28/multi 0.34,1
10483.jpg,spaq,r6,,2.1229,R6=R5结构+bare投票 | bare 0.34/rich 0.33/multi 0.33,1
10484.jpg,spaq,r6,,4.7296,R6=R5结构+bare投票 | bare 0.33/rich 0.34/multi 0.33,1
10485.jpg,spaq,r6,,3.2048,R6=R5结构+bare投票 | bare 0.33/rich 0.35/multi 0.32,1
10486.jpg,spaq,r6,,3.2691,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.34,1
10487.jpg,spaq,r6,,5.3785,R6=R5结构+bare投票 | bare 0.31/rich 0.35/multi 0.34,1
10488.jpg,spaq,r6,,1.8716,R6=R5结构+bare投票 | bare 0.34/rich 0.32/multi 0.33,1
