img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10118.jpg,spaq,r2,,6.5333,"S-TECH(7.2): Minor softness and slight noise in shadows; otherwise sharp edges, even exposure, neutral white balance, no compression artifacts. | S-AESTH(5.2): Symmetrical composition with balanced swings; flat lighting lacks mood; vibrant signs clash with neutral tones; foreground pool table disrupts visual hierarchy. | S-CONTENT(5.2): Main subject (posters) partially occluded by plants; key text visible but characters cut off. Secondary content cropped at edges. | S-NATURAL(7.2): Subtle over-sharpening on signage edges; slight HDR glow in bright areas; otherwise natural textures and colors with no plasticity or oversaturation. | S-GLOBAL(7.5): Clear, well-lit outdoor scene with balanced composition; minor distractions like plant shadows and slight motion blur in background are negligible.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.5}"
10119.jpg,spaq,r2,,5.2,"S-TECH(5.2): Soft focus with smeared flower edges and fine textures; noticeable noise in shadows; flat exposure with crushed darks; slight color cast. | S-AESTH(5.2): Ordinary snapshot with soft, flat lighting and muted color harmony; composition disrupted by central utility pole; visual hierarchy weak. | S-CONTENT(5.2): Main subject (people near lake) partially occluded by tree branches; key regions like faces not visible; framing appears accidental. | S-NATURAL(5.2): Mild over-smoothing on water and foliage; slight haloing around tree edges; colors are muted but not oversaturated; overall plausible despite processing traces. | S-GLOBAL(5.2): Muted colors and overcast lighting create a dull first impression; power pole disrupts composition but overall scene is peaceful and acceptable.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10120.jpg,spaq,r2,,3.2,"S-TECH(3.2): Severe overall blur; edges and textures smeared. No visible noise or artifacts, but focus failure dominates. | S-AESTH(3.2): Severe blur obscures composition and lighting; red decorations clash with neutral tones; visual hierarchy lost due to lack of focus. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; edges and textures are completely lost. | S-GLOBAL(3.2): Severe blur dominates the image, making details unrecognizable; lighting reflections add glare, reducing clarity and acceptability. | S-CONTENT(9.2): Subject (corridor) fully visible, no cropping or occlusion; key regions like decorations, plants, and signage clearly present despite blur.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 3.2}"
10121.jpg,spaq,r2,,5.8667,"S-TECH(5.2): Moderate noise in shadows and sky, slight softness in mid-ground, overall hazy exposure with no clipped highlights or strong color cast. | S-AESTH(3.2): Harsh overcast lighting flattens scene; cluttered background with construction and signs; yellow bikes lack visual hierarchy; color palette is dull and unharmonious. | S-CONTENT(7.2): Subject (street scene) fully framed; minor edge cropping of trees and fence; no occlusion or key-region loss; framing appears intentional. | S-NATURAL(7.2): Subtle noise and mild compression artifacts; no halos, oversaturation, or smoothing. Natural lighting and textures with slight grain in shadows. | S-GLOBAL(5.2): Hazy atmosphere and muted colors reduce clarity; composition is ordinary but not flawed; minor noise and low contrast make it tolerable but not pleasing.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 5.2}"
10122.jpg,spaq,r2,,5.2,"S-TECH(5.2): Soft focus with smeared stone texture; noticeable noise in sky; mild exposure issues in shadows; no severe artifacts or color cast. | S-AESTH(5.2): Centered obelisk with balanced composition; flat, overcast lighting lacks mood; muted color harmony; visual hierarchy clear but unremarkable. | S-NATURAL(5.2): Mild over-smoothing on obelisk surface; slight haze reduces detail. No halos, oversaturation, or HDR artifacts. Plausible but not pristine. | S-GLOBAL(5.2): Blurred image with low detail and muted colors; obelisk is recognizable but lacks sharpness; acceptable for casual viewing. | S-CONTENT(7.2): Obelisk fully visible; minor bottom cropping, no occlusion or key-region loss; framing appears intentional.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10123.jpg,spaq,r2,,7.3,"S-TECH(7.2): Minor softness and slight noise in shadows; edges of petals and leaves show fine detail but lack crispness; no clipping or strong artifacts. | S-AESTH(7.2): Pleasant pink-green harmony; soft, even lighting; composition draws eye to blooms; minor clutter from background beds. | S-NATURAL(7.2): Subtle over-sharpening on petal edges; slight oversaturation in pinks; no halos or smearing. Natural overall with minor processing traces. | S-GLOBAL(7.5): Vibrant pink tulips with natural dew, slight overexposure in highlights, but overall pleasing and well-composed garden scene. | S-CONTENT(9.2): Subject fully visible; pink tulips and key regions complete, no occlusion or harmful cropping.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.5}"
10124.jpg,spaq,r2,,7.2,"S-TECH(7.2): Minor softness and slight noise in shadows; otherwise sharp edges, even exposure, neutral white balance, no compression artifacts. | S-AESTH(5.2): Ordinary composition with subject off-center; flat lighting lacks mood; neutral color palette; minimal visual hierarchy; no strong aesthetic appeal. | S-CONTENT(9.2): Subject fully in frame, no occlusion; face, clothing, and shoes clearly visible; framing intentional and complete. | S-NATURAL(7.2): Subtle over-smoothing on skin and walls; slight edge halos in sweater pattern; otherwise natural lighting and textures. | S-GLOBAL(7.2): Clear subject, good lighting, minor noise and flat background; no major flaws distract from overall acceptable quality.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10125.jpg,spaq,r2,,6.5333,"S-TECH(5.2): Moderate noise in shadows and sky, slight softness in foliage edges, minor exposure issues with crushed darks under trees. | S-AESTH(3.2): Awkward framing with tilted perspective; cluttered background; flat lighting; signs dominate composition without visual harmony. | S-CONTENT(9.2): All directional signs fully visible, no subject cut or occluded; key text and arrows intact; framing preserves all critical content. | S-NATURAL(7.2): Subtle over-smoothing in foliage and slight edge haloing on signs; otherwise natural with no aggressive processing. | S-GLOBAL(7.2): Clear directional signs with legible text, natural lighting, and balanced composition; minor tilt and slight blur don't detract significantly.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10126.jpg,spaq,r2,,5.2,"S-TECH(3.2): Severe underexposure crushes shadows; building and foliage details lost. No visible noise or artifacts, but extreme darkness dominates. | S-AESTH(3.2): Harsh backlighting silhouettes trees and building, creating flat, low-contrast scene with poor visual hierarchy and no color harmony. | S-CONTENT(9.2): Subject (palm trees and building) fully framed; no occlusion or key-region truncation; framing intentional and complete. | S-NATURAL(9.2): No visible halos, unnatural colors, or smearing; edges are soft and natural; low light is realistic without HDR glow or over-sharpening. | S-GLOBAL(3.2): Severe underexposure dominates; most details lost in shadows, only silhouettes visible, making image hard to interpret and visually unappealing.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 3.2}"
10127.jpg,spaq,r2,,3.8667,"S-TECH(3.2): Severe motion blur and lens flare dominate; crushed shadows with no detail; heavy noise in dark areas; exposure extreme. | S-AESTH(3.2): Harsh lens flare dominates, obscuring subject; poor lighting control; dark, cluttered background with no clear visual hierarchy or color harmony. | S-CONTENT(5.2): Main subject (light fixture) is visible but partially obscured by lens flare and dark background; key regions are readable but secondary content is affected. | S-NATURAL(5.2): Strong lens flare and light streaks suggest natural capture; no over-sharpening, oversaturation, or smoothing detected. Processing is minimal but visible in highlights. | S-GLOBAL(3.2): Severe lens flare dominates image, obscuring details; extreme darkness and low visibility make content hard to discern.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10128.jpg,spaq,r2,,7.9667,"S-TECH(7.2): Minor softness and slight noise in shadows; edges of petals and leaves mostly crisp; no color cast or compression artifacts. | S-AESTH(7.2): Soft pink blooms with green leaves create pleasing color harmony; diffused light enhances texture; composition is full but slightly cluttered, lacking strong focal point. | S-CONTENT(9.2): Subject fully in frame; no occlusion; all flowers and leaves clearly visible; framing intentional and complete. | S-NATURAL(9.2): No halos, unnatural glow, or color exaggeration; textures are soft and realistic; subtle moisture on leaves and petals appear natural. | S-GLOBAL(7.5): Vibrant flowers and green leaves with natural lighting; minor overexposure in sky, but overall pleasing and clear.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.5}"
10129.jpg,spaq,r2,,3.2,"S-TECH(3.2): Severe exposure issues: bright light source is clipped, surrounding areas are crushed in shadow, detail loss is extreme and immediate. | S-AESTH(1.2): Overwhelming glare obscures subject; harsh light creates chaotic visual noise; no discernible composition or color harmony. | S-CONTENT(3.2): Subject partially cut; bright light obscures details; key regions like lens barely visible; framing accidental and harmful. | S-NATURAL(7.2): Bright light source causes natural lens flare; no halos, oversaturation, or smoothing detected. Subtle processing visible only on close inspection. | S-GLOBAL(3.2): Overwhelming glare from bright light source dominates image, causing severe loss of detail and harsh lens flare, making content hard to discern.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 3.2}"
10130.jpg,spaq,r2,,4.5333,"S-TECH(3.2): Severe motion blur across entire image, heavy noise in shadows, and low sharpness; details smeared, especially on moving vehicles and foliage. | S-AESTH(3.2): Cluttered composition, flat overcast lighting, and muddy color palette create a visually unappealing, chaotic urban scene with no clear focal point. | S-CONTENT(7.2): Main subjects (cars, pedestrians) fully visible; minor edge cropping of trees and sidewalk, no key regions occluded or truncated. | S-NATURAL(5.2): Noticeable over-smoothing on wet pavement and foliage; slight HDR glow around lights; overall plausible but processed. | S-GLOBAL(5.2): Blurry and low resolution; motion blur and noise dominate. Details are lost, but scene is recognizable and not offensive.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10131.jpg,spaq,r2,,1.2,"S-TECH(1.2): Severe motion blur throughout; edges smeared, details lost, highlights clipped, and no discernible texture or structure. | S-AESTH(1.2): Severe motion blur and overexposed highlights ruin composition, lighting, and color harmony; visual hierarchy is lost. | S-NATURAL(1.2): Severe motion blur and overexposure dominate; no natural texture or edge definition remains. | S-GLOBAL(1.2): Severe motion blur and overexposure dominate, making details unrecognizable; unacceptable for any viewer. | S-CONTENT(3.2): Subject partially cut at top and sides; main entrance visible but blurred; key architectural features obscured by motion blur and overexposure.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 1.2, ""S-GLOBAL"": 1.2}"
10132.jpg,spaq,r2,,1.2,"S-TECH(1.2): Severe motion blur throughout; edges and textures smeared beyond recognition; no discernible detail in subject or background. | S-AESTH(1.2): Severe motion blur obscures all subjects and details; chaotic composition with no visual hierarchy or lighting control; actively unpleasant to view. | S-CONTENT(1.2): Severe motion blur obscures all subjects; faces and key regions invisible; content cannot be understood. | S-GLOBAL(1.2): Severe motion blur dominates entire image, making subjects and background unrecognizable; unacceptable for any viewing purpose. | S-NATURAL(5.2): Heavy motion blur dominates; no over-sharpening, HDR, or oversaturation. Processing artifacts absent; natural appearance despite blur.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 1.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 1.2}"
10133.jpg,spaq,r2,,1.8667,"S-TECH(1.2): Severe motion blur throughout; edges and textures smeared; no discernible fine detail; content barely recognizable. | S-AESTH(1.2): Severe blur obscures all compositional elements, lighting details, and color relationships; visually chaotic and unpleasant to view. | S-CONTENT(3.2): Subjects partially occluded by pillar and blur; faces and key actions indistinct; cropping not harmful but content unclear. | S-NATURAL(3.2): Severe over-smoothing and blur dominate; textures are lost, resembling watercolor smearing from aggressive noise reduction or extreme defocus. | S-GLOBAL(1.2): Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 1.2}"
10134.jpg,spaq,r2,,1.2,"S-TECH(1.2): Extreme blur and noise; no discernible edges or textures; content barely recognizable. | S-AESTH(1.2): Extreme blur obscures all composition, lighting, color, and hierarchy; visually chaotic and unpleasant to view. | S-CONTENT(1.2): Subject severely blurred and indistinct; no clear subject or key regions visible; content cannot be understood. | S-NATURAL(1.2): Severe over-smoothing creates waxy, watercolor-like blur; no texture or detail remains, indicating heavy noise reduction. | S-GLOBAL(1.2): Severe blur and noise dominate; no discernible details or content. Unacceptable for any practical use.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 1.2, ""S-NATURAL"": 1.2, ""S-GLOBAL"": 1.2}"
10135.jpg,spaq,r2,,5.2,"S-TECH(5.2): Severe highlight clipping in sky, causing loss of detail; moderate noise in midtones; otherwise acceptable focus and white balance. | S-AESTH(3.2): Overexposed sky creates harsh contrast; composition lacks balance with empty space; color harmony is weak due to clashing pink and gray tones. | S-CONTENT(7.2): Buildings fully framed; no occlusion. Minor edge cropping of structures, but key architectural features visible and intact. | S-NATURAL(5.2): Sky is overexposed and flat, suggesting HDR/tone-mapping artifacts; building textures appear slightly smoothed but not plastic. Overall plausible despite processing. | S-GLOBAL(5.2): Overexposed sky dominates, but building details are clear; flaws noticeable but tolerable for an ordinary viewer.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10136.jpg,spaq,r2,,5.2,"S-TECH(5.2): Soft focus with smeared edges on foliage and architecture; noticeable noise in shadows; overexposed sky with clipped highlights. | S-AESTH(3.2): Harsh overexposed sky, flat lighting, cluttered foreground, and weak composition with no clear focal point. | S-CONTENT(7.2): Main subject (traditional building) is mostly visible, slightly cropped at top; no occlusion; key regions intact; minor edge cropping harmless. | S-NATURAL(5.2): Mild over-smoothing on wet pavement and trees; slight loss of fine texture. No halos or oversaturation. Overall plausible but processed. | S-GLOBAL(5.2): Blurry and washed-out due to overexposure and low contrast; details lost in sky and foliage; acceptable but lacks clarity.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10137.jpg,spaq,r2,,3.8667,"S-TECH(3.2): Severe motion blur across entire image, extreme highlight clipping in sky, and visible noise in midtones; detail loss is obvious at first glance. | S-AESTH(3.2): Severe motion blur and overexposed sky create chaotic visual noise; flat lighting and cluttered background distract from subject. | S-CONTENT(7.2): Subject (scooter rider) fully in frame, no occlusion; minor motion blur and edge cropping do not obscure key regions or intent. | S-NATURAL(5.2): Noticeable motion blur and low contrast suggest minimal processing; no over-sharpening, HDR, or oversaturation. Slight smoothing from blur, but scene remains plausible. | S-GLOBAL(3.2): Severe motion blur and overexposed sky dominate, making details indistinct and visually jarring; poor overall clarity.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10138.jpg,spaq,r2,,3.8333,"S-TECH(3.1): Severe motion blur, crushed shadows, and heavy noise in dark areas; headlights overexposed with halo artifacts. | S-AESTH(1.2): Harsh glare from car headlights dominates, chaotic night scene with no clear subject, cluttered composition, and poor lighting aesthetics. | S-CONTENT(5.2): Main subject (road scene) is visible but secondary elements like signage and vehicles are partially occluded by glare and darkness; key regions not fully preserved. | S-NATURAL(5.2): Noticeable noise and grain; minor over-smoothing in mid-tones; no halos or oversaturation; overall plausible night scene with natural light falloff. | S-GLOBAL(3.2): Severe blur and noise dominate; extreme low light with overexposed headlights; details lost; distracting glare makes scene hard to interpret.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.1, ""S-AESTH"": 1.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10139.jpg,spaq,r2,,1.8667,"S-TECH(1.2): Severe overall blur; no discernible fine detail or texture. Edges smeared, motion or focus failure. Content barely recognizable. | S-AESTH(1.2): Severe blur across entire image; no discernible composition, lighting, or color harmony; visually chaotic and unpleasant to view. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like textures; edges are blurred and lack natural detail throughout. | S-GLOBAL(1.2): Severe blur across entire image; no discernible details; completely unsharp and unusable for viewing. | S-CONTENT(9.2): Subject (rock formation) fully visible, no cropping or occlusion; key regions intact despite blur.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 1.2}"
10140.jpg,spaq,r2,,7.8667,"S-TECH(7.2): Crisp wood grain and lattice details; slight softness in lace curtain; minor noise in shadows; no clipping or color cast; no compression artifacts. | S-AESTH(5.2): Ordinary composition with centered lattice gate; flat lighting and cluttered background reduce visual interest; color harmony is neutral but unremarkable. | S-CONTENT(9.2): Subject (wooden gate) fully framed; no occlusion; key regions like lattice pattern and sign clearly visible; cropping intentional and harmless. | S-NATURAL(9.2): No halos, unnatural glow, or color exaggeration. Wood grain and lace textures appear authentic with natural contrast and no visible processing artifacts. | S-GLOBAL(7.2): Clear, well-lit image with natural wood textures and details. Minor clutter behind gate slightly distracts but doesn't ruin overall pleasant impression.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.2}"
10141.jpg,spaq,r2,,7.2,"S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, good exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-CONTENT(7.2): Main subject (inflatable ball) fully visible; minor edge cropping by wooden railing; no occlusion of key regions. | S-NATURAL(7.2): Subtle over-smoothing on water and wood; slight edge halos on inflatable. No HDR glow or oversaturation. Natural overall with minor processing traces. | S-GLOBAL(7.2): Clear, well-composed shot of inflatable water ball with good detail and natural lighting; minor softness in background but overall pleasing and acceptable. | S-AESTH(5.2): Ordinary snapshot: flat overcast lighting, cluttered framing with wooden structure, and muted colors lack visual impact or harmony.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10142.jpg,spaq,r2,,2.5333,"S-TECH(1.2): Severe motion blur throughout; edges smeared, no discernible fine detail; extreme exposure blowout on left side. | S-AESTH(1.2): Severe motion blur, overexposed sky, and chaotic composition make image visually jarring and unpleasant to view. | S-CONTENT(9.2): Subject (flowering bush) fully in frame, no occlusion, key regions visible despite motion blur; framing intentional and complete. | S-NATURAL(3.2): Severe motion blur and over-smoothing create a watercolor-like smear; no sharp edges or halos, but overall unnatural due to extreme lack of detail. | S-GLOBAL(3.2): Severe motion blur dominates, obscuring details; overexposed sky adds to poor quality; flaws are hard to ignore.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 3.2}"
10143.jpg,spaq,r2,,5.8667,"S-TECH(5.2): Moderate noise in shadows and midtones; slight softness in text and edges; minor exposure imbalance with clipped highlights on ceiling. | S-AESTH(3.2): Awkward vertical orientation, cluttered background, flat lighting, and disjointed red/white color scheme create a visually jarring experience. | S-CONTENT(9.2): Subject fully visible: white shelf structure and wall text complete. No occlusion or harmful cropping; key regions (text, design) clearly preserved. | S-NATURAL(7.2): Minimal processing; slight edge sharpening on white shelf, but no halos, oversaturation, or smoothing. Natural textures and lighting dominate. | S-GLOBAL(5.2): Image is rotated 90°, making content hard to read; overall clarity and lighting are acceptable but orientation flaw dominates first impression.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 5.2}"
10144.jpg,spaq,r2,,3.8667,"S-TECH(3.1): Severe noise across dark areas, crushed shadows, and overall underexposure obscure detail; focus is soft with no crisp edges. | S-AESTH(3.2): Harsh, flat lighting obscures mural details; cluttered background; low contrast and muddy colors reduce visual appeal. | S-CONTENT(5.2): Main cartoon characters visible but rightmost penguin partially cut; secondary content occluded by wall edge. | S-NATURAL(5.2): Noticeable noise and grain throughout; no over-sharpening, HDR, or oversaturation; colors appear muted and natural despite low light. | S-GLOBAL(3.2): Extremely low light and heavy noise dominate, making details hard to see; overall impression is poor and annoying.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.1, ""S-AESTH"": 3.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10145.jpg,spaq,r2,,7.2,"S-TECH(7.2): Minor softness and slight noise in shadows; text and carvings mostly legible, no clipping or color cast, minimal compression artifacts. | S-AESTH(5.2): Ordinary composition with centered subject; flat lighting lacks mood; neutral color harmony; clear hierarchy but no aesthetic distinction. | S-CONTENT(9.2): Subject fully visible; sundial face and base text complete. No occlusion or harmful cropping. All key regions preserved. | S-NATURAL(7.2): Subtle over-smoothing on stone texture; slight halo near shadowed edges; otherwise natural with no aggressive processing. | S-GLOBAL(7.2): Clear stone sundial with legible red characters; slight blur and overcast lighting reduce vibrancy but don't hinder overall clarity or appeal.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10146.jpg,spaq,r2,,8.0667,"S-TECH(7.2): Most edges sharp with fine leaf textures visible; slight softness in foreground and minor noise in shadows; no clipping or color cast; minimal artifacts. | S-AESTH(7.2): Vibrant greens with dew drops create pleasing texture and color harmony; composition is dense but not chaotic; soft natural light enhances freshness. | S-CONTENT(9.2): Subject fully present; no cropping or occlusion; all foliage and dew details visible throughout frame. | S-NATURAL(9.2): No halos, unnatural glow, or plastic textures. Greens are vibrant but natural; dew drops and fine leaf details appear authentic with no over-processing. | S-GLOBAL(7.8): Vibrant green foliage with dew drops, natural lighting, slight blur in foreground; minor softness but overall pleasing and detailed.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.8}"
10147.jpg,spaq,r2,,3.8667,"S-TECH(3.2): Severe motion blur throughout; edges smeared, textures lost. Heavy noise in shadows and sky. Exposure is flat with no clipped highlights or crushed shadows. White balance neutral. No visible compression artifacts or chromatic aberration. | S-AESTH(3.2): Cluttered background, poor focus, and flat lighting diminish visual appeal; composition lacks balance and clarity. | S-CONTENT(5.2): Main subject fully visible but secondary person partially cropped; no occlusion of key regions; framing accidental but not harmful. | S-NATURAL(5.2): Noticeable motion blur and noise; no over-sharpening, HDR, or oversaturation; skin and textures appear natural despite low resolution. | S-GLOBAL(3.2): Severe motion blur and low resolution dominate, making details indistinct; overall impression is poor and hard to ignore.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10148.jpg,spaq,r2,,5.8667,"S-TECH(5.2): Moderate motion blur affects fine details; slight noise in shadows; exposure balanced but lacks crispness in textures. | S-AESTH(5.2): Ordinary retail display; cluttered composition, flat lighting, and mixed colors lack visual cohesion or hierarchy. | S-CONTENT(9.2): All subjects fully visible; no cropping or occlusion. Key regions like socks, books, and decor are complete and clearly presented. | S-NATURAL(7.2): Subtle over-smoothing on mannequin feet and slight HDR glow in reflections; otherwise natural with no harsh halos or oversaturation. | S-GLOBAL(5.2): Image is rotated 90°, making content confusing; otherwise, lighting and details are clear, but orientation flaw dominates first impression.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 5.2}"
10149.jpg,spaq,r2,,3.8333,"S-TECH(3.1): Severe motion blur throughout; edges smeared, text and fabric details lost; uniform noise in dark areas; no sharp focus points. | S-AESTH(3.1): Severe motion blur and low lighting create chaotic visual noise; poor composition with no clear subject or hierarchy; colors appear muddy and unharmonious. | S-CONTENT(5.2): Main subject (store interior) is visible but secondary items like clothing on racks are truncated; key regions not obscured, framing accidental. | S-NATURAL(5.2): Noticeable motion blur and low light noise; no over-sharpening, HDR, or oversaturation; slight smoothing from noise reduction but overall plausible. | S-GLOBAL(3.2): Severe motion blur dominates, making details indistinct; poor focus and low sharpness across entire image.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.1, ""S-AESTH"": 3.1, ""S-CONTENT"": 5.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
