img_id,dataset,route,level,score,reason,parse_tier
2347131131.jpg,koniq,r4,,2.7961,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Heavy noise in shadows, warm color cast, soft focus on face, and slight motion blur around hands reduce technical clarity. | S-CONTENT(3.0): Subject's face partially occluded by hands; ey",1
2349676135.jpg,koniq,r4,,2.078,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(1.8): Severe underexposure crushes shadows; extreme red color cast; high noise in dark areas; no visible fine detail. | S-AESTH(1.8): Harsh red lighting creates flat, unnatural tones; compositi",1
2355192446.jpg,koniq,r4,,4.1129,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(4.1): Minor softness and slight noise in shadows; edges crisp overall, no compression artifacts or color cast; exposure well-balanced. | S-AESTH(4.1): Strong vertical composition with temple ce",1
2364482871.jpg,koniq,r4,,3.2366,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Noticeable motion blur on subjects, heavy noise in shadows, and warm color cast; edges soft, details lost in dark areas. | S-AESTH(1.9): Cluttered composition, harsh overhead lighting fla",1
2364901003.jpg,koniq,r4,,3.7304,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Front of hamster is soft with motion blur; background out of focus; slight noise in shadows; no clipping or color cast. | S-AESTH(4.1): Soft lighting enhances texture; subject centered wi",1
2365855574.jpg,koniq,r4,,2.8786,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe exposure issues: crushed shadows and clipped highlights; heavy noise in dark areas; unnatural color cast; visible compression artifacts. | S-AESTH(4.1): Vibrant purple and red flow",1
2366307779.jpg,koniq,r4,,4.0423,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness in fur and whiskers; slight noise in shadows; no clipping, artifacts, or color cast. Detail visible on close inspection. | S-AESTH(4.1): Soft, warm lighting enhances fluffy",1
2372696116.jpg,koniq,r4,,3.0362,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe highlight clipping in sand, heavy noise in shadows, and soft focus on feathers and legs reduce clarity. | S-AESTH(1.8): Harsh overhead lighting creates flat shadows; cluttered back",1
2376113642.jpg,koniq,r4,,3.5294,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Moderate blur across birds; fine feather details smeared; slight noise in sky; exposure flat with crushed shadows in wings. | S-AESTH(2.9): Ordinary composition with birds scattered; flat",1
2378761573.jpg,koniq,r4,,2.9501,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Soft focus on tower edges and foliage; noticeable noise in sky and shadows; slight exposure imbalance with blown highlights in sky. | S-AESTH(2.9): Ordinary composition with centered towe",1
2380962902.jpg,koniq,r4,,4.1389,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(4.1): Minor softness and slight noise in shadows; edges crisp, no compression artifacts or color cast; exposure even with minimal clipping. | S-AESTH(4.1): Strong subject placement and balanced",1
239029957.jpg,koniq,r4,,4.385,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness in mid-ground flowers; slight noise in shadows; no clipping or color cast; gradients smooth; no visible artifacts. | S-AESTH(4.1): Strong diagonal composition leads eye thr",1
2405495711.jpg,koniq,r4,,3.6387,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Soft focus on candles, motion blur in flames, heavy noise in dark areas, and crushed shadows reduce clarity. | S-AESTH(4.8): Warm, moody lighting enhances candle glow; soft focus on '28' ",1
2410933503.jpg,koniq,r4,,4.0744,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Slight softness and minor noise in sky; edges crisp, no compression artifacts or color cast; exposure even with no clipping. | S-AESTH(2.9): Neutral composition with centered plane; flat,",1
2415943373.jpg,koniq,r4,,3.7457,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness in motion; fine textures like grass and fabric slightly blurred. No noise, clipping, or artifacts. White balance neutral. | S-AESTH(2.9): Ordinary snapshot: subject off-cen",1
2417107784.jpg,koniq,r4,,2.9093,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(2.9): Moderate blur on dog's fur and edges, noticeable noise in shadows, slight exposure issues in dark areas, minor compression artifacts. | S-AESTH(2.9): Subject centered but cramped; flat li",1
2421862008.jpg,koniq,r4,,3.857,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges crisp overall, no compression artifacts or color cast. | S-AESTH(1.8): Harsh midday light flattens form; cluttered composition with compe",1
2422029745.jpg,koniq,r4,,2.565,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur, heavy noise in dark areas, crushed shadows, and strong warm color cast dominate; details smeared, especially on cars and background. | S-AESTH(2.9): Ordinary compositi",1
2429849599.jpg,koniq,r4,,3.5614,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe exposure issues: highlights clipped to white, shadows crushed to black; palm fronds lack detail; no visible noise or artifacts. | S-AESTH(4.1): Strong silhouette composition agains",1
2444482022.jpg,koniq,r4,,2.6454,"学习权重融合(S-GLOBAL×0.24,S-TECH×0.40,S-CONTENT×0.17) | S-AESTH(2.9): Cluttered background with competing neon signs; harsh reflections and motion blur reduce clarity; composition lacks focus despite central statue. | S-CONTENT(3.0): Statue head and arm cu",1
2448776548.jpg,koniq,r4,,3.7304,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in blue areas, slight blur on emblem edges, minor compression artifacts near text; detail loss visible but not extreme. | S-AESTH(4.1): Strong blue monochrome harmony; cent",1
2451920772.jpg,koniq,r4,,3.708,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur on fruit edges, visible noise in shadows, slight overexposure on strawberries, and minor JPEG compression artifacts. | S-AESTH(4.1): Vibrant fruit colors and natural lightin",1
2459843879.jpg,koniq,r4,,2.5081,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows, slight blur on edges of pig head, uneven exposure with clipped highlights on skin, minor color cast. | S-AESTH(1.8): Harsh, uneven lighting creates deep shadows",1
2464934588.jpg,koniq,r4,,3.6983,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Soft focus on jellyfish edges, visible noise in dark background, slight color cast; fine internal textures blurred. | S-AESTH(4.8): Elegant composition with subject off-center; ethereal b",1
2465673065.jpg,koniq,r4,,2.7177,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur smears edges and textures; heavy noise in dark areas; crushed shadows obscure detail; low resolution degrades clarity. | S-AESTH(2.9): Ordinary composition; subject cen",1
2471109874.jpg,koniq,r4,,2.3723,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur across all fish, extreme underexposure with crushed shadows, and high noise in dark areas obscure detail. | S-AESTH(1.8): Harsh motion blur, chaotic composition, and da",1
2477552466.jpg,koniq,r4,,1.8891,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows; extreme noise in dark areas; focus is soft; no discernible detail on screen or controls. | S-AESTH(1.8): Harsh, low-light conditions create murky sha",1
2492228578.jpg,koniq,r4,,3.4081,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Soft focus on flower edges, visible noise in shadows, slight motion blur; mid-tone green areas show minor banding. | S-AESTH(4.1): Soft natural light enhances white flower; green backgrou",1
2503231447.jpg,koniq,r4,,4.1389,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(4.1): Crisp kernel edges and fine textures; slight softness in background foliage; no noise, clipping, or artifacts visible. | S-AESTH(4.1): Strong close-up composition with repeating kernel pa",1
2508139577.jpg,koniq,r4,,2.9267,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe focus blur across entire image; edges and textures smeared; no sharp details visible; shallow depth of field used intentionally but results in poor technical fidelity. | S-AESTH(4.",1
2517718928.jpg,koniq,r4,,3.6561,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows and fur, slight softness around eyes, minor compression artifacts near edges; detail loss visible on close inspection. | S-AESTH(4.1): Strong eye contact and cen",1
2538038277.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp bird details and wood texture; slight softness in background grass; no noise, clipping, or artifacts visible. | S-AESTH(4.1): Strong subject placement on log, natural lighting model",1
2539083530.jpg,koniq,r4,,3.5695,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur across fish and water surface; fine textures lost. Noticeable noise in dark areas. Exposure slightly uneven with crushed shadows in deeper water. | S-AESTH(2.9): Ordinary ov",1
2542492471.jpg,koniq,r4,,2.0401,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(1.8): Severe motion blur smears petal edges and center; heavy chromatic aberration with purple/green fringes; overexposed highlights lose detail. | S-AESTH(1.8): Harsh overexposure and chromati",1
254969296.jpg,koniq,r4,,3.8079,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe exposure imbalance: crushed shadows dominate frame; clock face overexposed with blown highlights; no visible fine detail in dark regions. | S-AESTH(4.8): Strong silhouette composit",1
2555211479.jpg,koniq,r4,,3.6553,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe exposure issues: crushed shadows on roller coaster structure; heavy blue cast from white balance; fine textures lost in darkness. | S-AESTH(4.8): Dramatic low-angle composition wit",1
255857546.jpg,koniq,r4,,4.4218,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp subject edges and fine details; slight softness in background due to depth-of-field; no noise, clipping, or artifacts visible. | S-AESTH(4.8): Dynamic side profile with strong leadi",1
2562592972.jpg,koniq,r4,,2.481,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows, heavy noise in dark areas, and focus is soft across the scene; details are largely lost. | S-AESTH(1.8): Harsh, uneven lighting creates deep shadows;",1
2569693875.jpg,koniq,r4,,4.0744,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges of tomatoes and peppers are mostly crisp; no visible compression or chromatic aberration. | S-AESTH(2.9): Ordinary composition with cente",1
2569774614.jpg,koniq,r4,,3.2338,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe exposure issues: crushed shadows and clipped highlights dominate; extreme red color cast; no visible detail in dark areas; noise is not prominent but clarity is lost. | S-AESTH(4.8",1
2570828036.jpg,koniq,r4,,3.9032,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges mostly crisp, no compression artifacts or color cast; exposure well-balanced. | S-AESTH(1.8): Cluttered composition, flat lighting, chaot",1
257114018.jpg,koniq,r4,,4.5799,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(5.0): Pristine digital artwork: no blur, noise, or artifacts; smooth gradients, sharp edges, and clean chromatic transitions with perfect exposure and white balance. | S-AESTH(4.8): Strong spir",1
2571521736.jpg,koniq,r4,,3.327,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Crushed shadows in foreground pews, motion blur in hanging banners, and slight noise in midtones reduce clarity; exposure and focus issues dominate. | S-AESTH(4.1): Strong leading lines a",1
2578890441.jpg,koniq,r4,,3.5811,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows, slight blur on fine textures, and minor highlight clipping; overall detail reduced but recognizable. | S-AESTH(4.1): Strong metallic sheen and red-orange harmon",1
2580252988.jpg,koniq,r4,,2.481,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe overexposure with clipped highlights in background; noticeable noise in shadows; soft focus on facial details and fabric textures. | S-AESTH(1.8): Harsh overexposed background, fla",1
2588767665.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp kite edges and moon detail; slight softness in sky gradient; no noise, artifacts, or exposure issues; white balance neutral. | S-AESTH(4.1): Strong minimalist composition with kite ",1
2615955728.jpg,koniq,r4,,3.9442,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur across subject edges; visible noise in shadows; slight exposure imbalance with crushed darks; minor JPEG compression artifacts. | S-AESTH(4.1): Balanced composition with var",1
2621420457.jpg,koniq,r4,,3.5172,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe crushed shadows, motion blur in reflections, and visible noise in dark areas reduce clarity; lens text is slightly legible but soft. | S-AESTH(4.1): Strong lens reflection with vib",1
2622466873.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp feather edges and eye detail; slight softness in background and minor noise in shadows; no artifacts or exposure issues. | S-AESTH(4.1): Strong profile composition with clear subjec",1
2624809780.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp yarn texture and edges; slight softness in shadows; no noise, artifacts, or white balance issues; exposure well-balanced. | S-AESTH(4.1): Rich teal yarns create strong texture and d",1
2631446955.jpg,koniq,r4,,4.4254,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp spines and textures; slight softness in background foliage; no noise, clipping, or artifacts; white balance neutral. | S-AESTH(4.1): Strong natural composition with clustered cacti ",1
26344318.jpg,koniq,r4,,3.14,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur across entire image, extreme shadow crush, and prominent chromatic aberration on flame edges. | S-AESTH(4.1): Strong contrast and moody lighting emphasize the red rod a",1
2653425342.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp stone carvings with fine textures preserved; slight grain in shadows; no motion blur, clipping, or color cast; minimal compression artifacts. | S-AESTH(4.1): Strong composition with",1
2654797164.jpg,koniq,r4,,4.4154,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Fireworks trails are crisp with minimal blur; slight noise in dark sky; no clipping or color cast; mild JPEG artifacts near edges but not distracting. | S-AESTH(4.8): Dynamic composition ",1
2672397400.jpg,koniq,r4,,4.1129,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(4.1): Crisp subject edges and fine skin texture; slight noise in shadows; no clipping, color cast, or compression artifacts. | S-AESTH(4.1): Strong natural composition with frog centered; earth",1
2679224314.jpg,koniq,r4,,1.8063,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows; extreme noise in dark areas; motion blur and soft focus; no discernible fine detail; blue color cast from lighting. | S-AESTH(1.2): Harsh blue lighti",1
268066639.jpg,koniq,r4,,3.5291,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Soft focus on orange fabric, visible noise in shadows, slight exposure imbalance with crushed darks and blown highlights on wall. | S-AESTH(2.9): Ordinary composition with centered orange",1
26847054.jpg,koniq,r4,,4.6245,"学习权重融合(S-GLOBAL×0.24,S-TECH×0.40,S-CONTENT×0.17) | S-AESTH(4.8): Symmetrical composition with strong visual hierarchy; warm, even backlighting enhances intricate patterns; rich color harmony in amber and deep brown; gallery-worthy aesthetic. | S-CONTE",1
2688944098.jpg,koniq,r4,,3.6441,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Heavy noise in dark areas, soft focus on lantern edges, and crushed shadows; fine text details blurred. | S-AESTH(4.1): Warm, glowing lanterns create strong visual hierarchy and pleasing ",1
268926698.jpg,koniq,r4,,2.6355,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Soft focus on hand, blurred skin texture and edges; slight noise in shadows; exposure even but lacks crispness. | S-AESTH(1.8): Cluttered background, flat lighting, poor composition with ",1
2692538398.jpg,koniq,r4,,4.034,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges crisp, no compression artifacts or color cast; exposure well-balanced with no clipping. | S-AESTH(2.9): Ordinary snapshot: subject off-ce",1
269509962.jpg,koniq,r4,,3.708,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows and midtones; slight blur on guitar strings and fingers; minor JPEG artifacts near edges; overall detail reduced. | S-AESTH(4.1): Strong subject focus with dynam",1
2698401109.jpg,koniq,r4,,4.1664,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges crisp overall, no compression artifacts or color cast. | S-AESTH(2.9): Ordinary overhead shot; cluttered composition, flat lighting, and ",1
2702264162.jpg,koniq,r4,,4.8,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.8): Crisp feather edges, no noise or blur, accurate exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-AESTH(4.8): Dynamic composition with bird in motion;",1
2703740653.jpg,koniq,r4,,4.0507,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight noise in shadows; edges of meatballs slightly blurred but textures still discernible; no clipping or strong artifacts. | S-AESTH(2.9): Ordinary composition with ",1
2706980942.jpg,koniq,r4,,3.4598,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows and midtones; slight blur on fine feather textures; minor compression artifacts visible in gradients. | S-AESTH(2.9): Ordinary composition with clustered geese; ",1
2715023572.jpg,koniq,r4,,4.0744,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness and slight JPEG compression visible in gradients; edges crisp, no noise or exposure issues, white balance neutral. | S-AESTH(2.9): Ordinary composition with centered bus; f",1
2722913532.jpg,koniq,r4,,3.5528,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur on label edges and text; visible noise in dark bottle areas; slight exposure imbalance with clipped highlights on glass. | S-AESTH(2.9): Ordinary composition with centered b",1
2725001053.jpg,koniq,r4,,2.05,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur, heavy red color cast, crushed shadows, and low light noise dominate; details in subject and background are obscured. | S-AESTH(1.8): Harsh red lighting, cluttered dark",1
2725180694.jpg,koniq,r4,,4.4254,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp helicopter edges and text; slight softness in rotor blur due to motion; uniform sky with no noise or artifacts. | S-AESTH(4.1): Clean composition with helicopter centered; soft blue",1
2726553628.jpg,koniq,r4,,3.6946,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Motion blur on propellers and slight softness on aircraft edges; minor noise in sky; exposure even but detail loss in highlights. | S-AESTH(4.0): Strong subject placement with clear visua",1
273844105.jpg,koniq,r4,,4.034,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness in fine feather textures; slight noise in shadows; no clipping, cast, or artifacts; overall clean and well-exposed. | S-AESTH(2.9): Ordinary composition with centered pelic",1
2741854107.jpg,koniq,r4,,2.05,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows; heavy blue cast from poor white balance; extreme noise in dark areas; no discernible fine detail. | S-AESTH(1.8): Harsh blue lighting washes out deta",1
2746983219.jpg,koniq,r4,,4.0622,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp edges and fine textures; slight noise in shadows; minor banding in sky gradient; no compression artifacts or color cast. | S-AESTH(4.1): Strong leading lines and balanced compositio",1
2747111058.jpg,koniq,r4,,3.6749,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Heavy noise in dark areas, slight blur in fine spark trails, and minor banding in gradients; exposure is uneven with crushed shadows. | S-AESTH(4.8): Radiant composition with explosive sy",1
2748370097.jpg,koniq,r4,,3.4088,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Severe backlighting causes crushed shadows on pigeons; fine feather detail lost. No noise or artifacts visible, but exposure issues dominate technical quality. | S-AESTH(4.1): Strong silh",1
2756512177.jpg,koniq,r4,,3.076,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(2.9): Moderate blur across edges and fine textures; noticeable noise in shadows; slight color cast; crushed shadows under bus; minor JPEG artifacts visible. | S-AESTH(2.9): Ordinary composition",1
275983561.jpg,koniq,r4,,3.5695,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur across subject and background; noticeable noise in shadows; slight compression artifacts in gradients. | S-AESTH(2.9): Ordinary composition with centered subject; warm wood ",1
2764211276.jpg,koniq,r4,,2.3114,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows; heavy noise in dark areas; blue cast from lighting; motion blur in beams; no discernible fine detail. | S-AESTH(1.8): Harsh blue lighting dominates, ",1
276570133.jpg,koniq,r4,,2.05,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe underexposure crushes shadows; heavy noise in dark areas; lack of detail in statue; flat, overblown sky with no texture. | S-AESTH(1.8): Harsh backlighting creates silhouette with ",1
276590560.jpg,koniq,r4,,3.7675,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Soft focus on pumpkin edges and carved details; visible noise in dark background; slight exposure clipping in highlights. | S-AESTH(4.8): Strong silhouette composition with wolf howling a",1
2768178889.jpg,koniq,r4,,3.69,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate blur and noise in shadows; underwater light creates uneven exposure; fine textures like skin detail are soft; no severe artifacts but clarity is compromised. | S-AESTH(4.1): Stro",1
2780719978.jpg,koniq,r4,,4.2353,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Minor softness in bird feathers and slight noise in shadows; otherwise sharp, even exposure, neutral white balance, no artifacts. | S-AESTH(4.1): Strong composition with birds in dynamic ",1
2790138273.jpg,koniq,r4,,4.2116,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Slight softness in fur texture and minor noise in shadows; no clipping, neutral white balance, no compression artifacts. | S-AESTH(4.1): Close-up composition centers on dog's expressive e",1
2800893640.jpg,koniq,r4,,1.8327,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe exposure issues with crushed shadows and blown highlights; strong color cast from extreme warm/cool lighting; fine details lost in darkness. | S-AESTH(1.8): Harsh orange and purple",1
2808063507.jpg,koniq,r4,,2.6285,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(1.8): Severe motion blur, heavy grain in shadows, crushed darks in window, and visible JPEG compression artifacts; details smeared and distorted. | S-AESTH(2.9): Yellow wall with green bars and",1
2818844013.jpg,koniq,r4,,3.5233,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Moderate noise in shadows and midtones; slight softness across faces and fabrics; minor JPEG compression artifacts visible in gradients. | S-AESTH(2.9): Crowded composition with no clear ",1
282730228.jpg,koniq,r4,,4.1766,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(4.1): Crisp lunar craters and edges; minimal noise in dark sky; slight softness near terminator; no compression or color cast. | S-AESTH(4.8): Strong composition with moon centered; dramatic ch",1
2828824744.jpg,koniq,r4,,3.2918,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.8): Moderate blur across image; fine textures like paint wear are smeared. Noise visible in uniform teal areas. Exposure is flat with crushed shadows on edges. | S-AESTH(2.9): Subject centere",1
2833148596.jpg,koniq,r4,,3.5811,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Soft focus on berries, visible noise in shadows, warm color cast, and slight highlight clipping; detail loss noticeable. | S-AESTH(4.1): Vibrant red-black color harmony, natural light enh",1
2838554535.jpg,koniq,r4,,3.2305,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Heavy noise in shadows, motion blur on hands and strings, warm color cast, and soft focus reduce clarity; details smeared. | S-AESTH(4.1): Warm, moody lighting enhances subject; strong di",1
2848340403.jpg,koniq,r4,,3.7304,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-CONTENT×0.17) | S-TECH(2.9): Soft focus on flower edges and petals; noticeable noise in dark green background; slight exposure crush in shadows. | S-AESTH(4.1): Strong composition with subject centered, soft lighting",1
2848415190.jpg,koniq,r4,,4.1389,"学习权重融合(S-TECH×0.40,S-GLOBAL×0.24,S-AESTH×0.13) | S-TECH(4.1): Minor softness in fur and background; slight noise in shadows; no clipping or color cast; gradients smooth; no visible compression artifacts. | S-AESTH(4.1): Strong composition with lion ",1
